last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Senzatela, Antonio,622608,329,4.8,33.1,114.1,88.8,93.5,86.3,466,146,413,144,43.8,20,6.1,4.7
Guerrero, Tayron,594027,108,15.5,29.6,114.1,90.5,93.6,89.0,422,186,398,44,40.7,12,11.1,6.4
Guerra, Javy,457915,161,16.8,32.3,114.1,89.0,92.4,86.8,440,193,394,63,39.1,12,7.5,5.4
Hand, Brad,543272,115,22.2,49.6,114.1,88.6,91.9,85.9,427,217,412,45,39.1,7,6.1,3.3
Sanchez, Aaron,592717,400,8.7,29.8,114.1,89.8,94.7,86.4,476,160,402,168,42.2,30,7.5,5.1
Cortes Jr., Nestor,641482,153,17.2,35.3,114.1,87.1,90.6,84.0,433,193,388,48,31.4,12,7.8,5.4
Jackson, Edwin,429719,142,10.6,38.7,114.0,91.3,96.0,87.3,435,183,395,66,46.5,20,14.1,10.7
Fried, Max,608331,384,3.8,33.1,114.0,88.4,91.9,86.1,437,148,387,153,39.8,14,3.6,2.5
Arrieta, Jake,453562,426,6.3,33.8,114.0,88.7,93.9,85.5,445,151,402,159,37.3,29,6.8,4.9
Strickland, Hunter,519326,28,17.4,21.4,114.0,88.1,95.7,80.4,383,170,369,9,36.0,3,10.7,7.5
Greinke, Zack,425844,459,10.2,35.1,114.0,86.8,92.2,82.2,432,167,398,151,33.0,30,6.5,4.7
Gausman, Kevin,592332,258,12.5,40.7,113.9,86.8,91.9,81.4,432,181,399,91,35.3,22,8.5,5.7
Perez, Cionel,672335,30,11.6,40.0,113.9,94.6,96.0,93.2,435,205,382,15,50.0,2,6.7,5.6
Stroman, Marcus,573186,425,5.2,25.4,113.9,87.3,92.9,84.7,426,136,383,150,35.4,18,4.2,3.1
Greene, Shane,572888,119,10.9,27.7,113.9,89.4,93.7,87.9,462,155,424,46,39.0,11,9.2,5.9
Suarez, Andrew,605498,74,7.8,39.2,113.9,90.6,96.8,87.4,458,166,417,31,41.9,13,17.6,12.7
Holland, Derek,502706,220,12.6,30.9,113.9,89.0,94.9,83.4,467,185,411,90,41.5,28,12.7,8.3
Biddle, Jesse,592145,100,9.8,40.0,113.8,89.3,92.8,86.7,465,173,418,42,43.8,11,11.0,7.2
Luciano, Elvis,672773,90,13.9,31.1,113.8,89.7,93.9,86.5,389,180,370,37,41.1,7,7.8,5.1
Davies, Zach,605200,402,12.8,35.8,113.8,87.6,93.3,83.5,473,178,398,140,35.0,28,7.0,5.3
Godley, Zack,643327,262,10.9,38.2,113.8,88.9,93.3,85.6,469,175,414,93,35.5,22,8.4,6.0
Devenski, Chris,606965,159,19.2,35.8,113.8,87.4,92.8,82.5,422,201,381,55,34.6,13,8.2,5.3
Gaviglio, Sam,543208,237,10.0,26.6,113.8,88.1,94.1,83.8,442,166,397,83,35.0,16,6.8,4.9
Barraclough, Kyle,607457,80,15.4,41.3,113.8,90.9,92.4,89.6,419,205,397,35,43.8,11,13.8,8.9
Anderson, Brett,474463,489,5.0,30.3,113.8,88.9,94.4,85.7,443,145,415,197,40.3,36,7.4,5.9
Sanchez, Anibal,434671,383,14.7,40.5,113.7,86.3,91.0,81.3,436,186,400,104,27.2,18,4.7,3.4
