last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Tomas, Yasmany,630111,2,-10.7,0.0,104.2,98.8,,98.8,29,19,,1,50.0,0,0.0,0.0
Casali, Curt,592200,108,16.1,46.3,104.1,86.4,89.2,81.4,420,203,392,28,26.7,6,5.6,3.5
Castro, Harold,605612,176,7.4,38.6,104.1,86.0,90.9,81.5,408,148,390,47,26.9,8,4.5,3.3
Ross, Joe,605452,4,7.1,0.0,104.1,87.0,104.1,82.7,191,90,,1,25.0,0,0.0,0.0
Smith, Caleb,592761,23,-8.4,17.4,104.0,75.7,90.0,70.7,378,113,,9,39.1,0,0.0,0.0
Shuck, JB,543776,38,-2.1,26.3,104.0,84.3,84.4,84.4,370,123,,11,28.9,0,0.0,0.0
DeShields, Delino,592261,184,9.9,34.8,104.0,82.6,92.2,74.2,398,165,380,43,23.4,5,2.7,1.7
Davis, Taylor,543089,14,7.8,42.9,103.9,87.0,87.2,86.9,416,175,416,2,14.3,1,7.1,5.0
Hamels, Cole,430935,24,-0.3,37.5,103.9,83.1,92.0,77.7,380,133,,5,20.8,0,0.0,0.0
Davis, Rajai,434658,5,-1.8,20.0,103.8,89.7,96.5,85.2,382,134,382,3,60.0,1,20.0,14.3
Lauer, Eric,641778,15,-5.4,20.0,103.8,70.7,90.7,57.3,382,206,,2,13.3,1,6.7,2.7
Arteaga, Humberto,600858,73,5.4,28.8,103.7,82.8,86.5,79.8,384,137,,14,19.2,0,0.0,0.0
Lopes, Tim,621005,31,10.6,38.7,103.7,84.9,89.3,80.7,397,172,397,6,19.4,1,3.2,2.4
Munoz, Yairo,622168,126,6.4,27.8,103.7,84.4,87.1,83.4,404,128,384,30,23.8,2,1.6,1.2
Diaz, Isan,656371,31,20.4,19.4,103.7,84.9,90.9,80.5,422,190,422,7,22.6,1,3.2,1.9
Parker, Jarrett,592620,4,25.2,25.0,103.7,93.0,100.5,85.5,323,201,,2,50.0,0,0.0,0.0
Gosselin, Phil,594838,39,12.8,25.6,103.6,89.0,92.3,87.3,390,180,,15,38.5,3,7.7,6.0
Martini, Nick,605361,6,21.2,0.0,103.6,90.4,92.0,87.4,376,174,376,3,50.0,0,0.0,0.0
O'Grady, Brian,657434,4,17.5,0.0,103.6,85.9,97.6,68.3,278,145,,1,25.0,0,0.0,0.0
Prado, Martin,445988,167,6.1,31.7,103.6,86.3,88.6,85.6,381,145,381,43,25.7,0,0.0,0.0
Archer, Chris,502042,19,-3.2,15.8,103.6,76.2,93.6,71.5,241,105,,1,5.3,0,0.0,0.0
Hoffman, Jeff,656546,8,-15.6,25.0,103.5,68.7,90.6,65.6,304,64,,1,12.5,0,0.0,0.0
Jay, Jon,445055,124,5.4,37.9,103.5,81.1,86.4,77.3,410,152,,16,12.9,2,1.6,1.3
Kinsler, Ian,435079,205,16.8,33.2,103.5,83.6,87.7,81.5,408,161,375,48,23.5,3,1.5,1.1
Wolters, Tony,547172,243,10.0,39.5,103.4,84.1,87.7,80.8,413,166,361,48,19.8,0,0.0,0.0
Guillorme, Luis,641645,31,17.1,22.6,103.4,85.2,89.3,82.9,405,151,405,7,22.6,2,6.5,4.5
Urena, Richard,620446,29,3.7,20.7,103.4,85.0,93.5,82.0,372,120,,8,27.6,0,0.0,0.0
Rickard, Joey,572073,95,17.6,30.5,103.4,83.9,89.0,79.3,427,173,371,19,20.0,4,4.2,2.6
Negron, Kristopher,502117,41,9.5,36.6,103.3,85.1,90.4,80.4,416,167,400,10,24.4,2,4.9,2.9
Inciarte, Ender,542255,159,9.3,35.2,103.3,81.8,86.1,78.6,414,146,375,28,17.6,3,1.9,1.3
Schwindel, Frank,643524,13,20.5,15.4,103.3,85.7,89.9,87.9,326,167,,3,23.1,0,0.0,0.0
Margevicius, Nick,676606,10,0.9,30.0,103.3,77.2,97.7,76.5,232,87,,2,20.0,0,0.0,0.0
Stubbs, Garrett,596117,20,8.4,25.0,103.1,85.0,87.2,85.9,366,138,,7,35.0,0,0.0,0.0
Zagunis, Mark,657145,20,0.5,30.0,103.1,86.2,91.5,81.8,362,161,,7,35.0,0,0.0,0.0
Rogers, Jake,668670,28,21.7,21.4,103.1,81.8,90.0,71.7,408,199,395,6,21.4,3,10.7,5.1
Holt, Brock,571788,129,9.3,35.7,103.0,88.3,89.9,86.8,406,162,396,44,34.1,2,1.6,1.1
Samardzija, Jeff,502188,19,-12.9,26.3,103.0,68.6,85.7,62.6,322,101,,3,15.8,0,0.0,0.0
Ryu, Hyun-Jin,547943,32,-8.4,12.5,103.0,71.0,87.7,65.4,383,114,,3,9.4,1,3.1,1.8
Fried, Max,608331,37,-3.6,27.0,103.0,83.4,92.1,77.5,383,130,,12,32.4,0,0.0,0.0
Stevenson, Andrew,664057,13,13.1,23.1,102.9,77.8,84.7,75.0,379,134,,3,23.1,1,7.7,4.2
Sogard, Eric,519299,287,18.5,41.1,102.9,84.9,88.5,81.1,414,191,378,61,21.3,7,2.4,1.9
Taylor, Beau,607333,16,7.4,43.8,102.8,90.2,96.2,86.7,416,154,407,8,50.0,2,12.5,7.4
Fulmer, Carson,608334,1,-2.3,0.0,102.8,102.8,,102.8,36,36,,1,100.0,0,0.0,0.0
Alberto, Hanser,593643,351,11.2,34.2,102.8,83.1,86.3,81.6,418,157,393,66,18.8,9,2.6,2.2
Castillo, Luis,622491,26,-1.0,23.1,102.8,68.3,86.0,58.6,340,136,,2,7.7,0,0.0,0.0
Velazquez, Andrew,623205,6,27.6,33.3,102.7,90.7,94.5,82.9,386,290,,3,50.0,0,0.0,0.0
Straw, Myles,664702,61,7.9,41.0,102.6,84.1,88.6,80.8,380,149,,10,16.4,1,1.6,1.0
Wainwright, Adam,425794,27,3.8,18.5,102.5,81.3,91.9,73.4,383,174,,6,23.1,0,0.0,0.0
Daza, Yonathan,602074,34,3.6,23.5,102.5,83.5,88.2,81.6,415,119,,7,20.6,1,2.9,2.2
Gordon, Dee,543829,254,6.3,27.2,102.5,83.3,87.7,81.0,368,134,361,51,20.9,0,0.0,0.0
Hess, David,605276,3,10.6,0.0,102.5,74.5,,71.8,63,63,,1,33.3,0,0.0,0.0
Sucre, Jesus,491696,49,7.5,36.7,102.5,88.0,88.0,89.1,363,147,,13,26.5,0,0.0,0.0
Lester, Jon,452657,21,7.5,38.1,102.4,86.2,90.3,82.7,376,175,376,6,28.6,0,0.0,0.0
Gennett, Scooter,571697,90,12.4,40.0,102.3,85.9,89.8,81.9,413,176,405,23,25.6,2,2.2,1.6
Gonsolin, Tony,664062,5,0.4,40.0,102.3,84.0,94.2,77.2,348,194,,2,40.0,0,0.0,0.0
Cordero, Franchy,614173,9,11.5,44.4,102.3,86.9,93.2,64.7,359,197,,3,33.3,0,0.0,0.0
McGowin, Kyle,641851,3,11.0,0.0,102.3,95.8,96.8,93.8,333,154,,1,33.3,0,0.0,0.0
Strahm, Matt,621381,11,0.1,54.5,102.3,84.7,93.1,74.6,371,169,,6,54.5,0,0.0,0.0
Freeland, Kyle,607536,12,-25.0,8.3,102.3,67.2,100.1,64.2,213,44,,4,33.3,0,0.0,0.0
Difo, Wilmer,594694,95,8.4,32.6,102.2,81.7,86.7,79.2,380,147,375,19,20.0,0,0.0,0.0
Teheran, Julio,527054,32,8.2,18.8,102.2,81.6,85.4,78.8,369,142,,10,31.3,0,0.0,0.0
Arraez, Luis,650333,185,11.2,43.8,102.2,86.2,89.2,83.5,401,170,384,37,20.2,6,3.2,2.7
Quantrill, Cal,615698,16,-30.9,0.0,102.2,63.4,,63.4,85,14,,1,6.3,0,0.0,0.0
Kershaw, Clayton,477132,39,-10.7,5.1,102.1,64.0,74.4,62.1,329,85,,3,8.1,0,0.0,0.0
Bowman, Matt,621199,1,-3.1,0.0,102.1,102.1,,102.1,34,34,,1,100.0,0,0.0,0.0
Wisdom, Patrick,621550,12,16.7,41.7,102.0,89.9,93.2,79.8,363,258,,6,50.0,0,0.0,0.0
Freitas, David,571679,3,21.7,33.3,102.0,99.9,98.8,102.0,360,241,,3,100.0,0,0.0,0.0
Dini, Nick,664926,7,9.7,14.3,101.9,84.2,98.8,69.6,244,155,,3,42.9,0,0.0,0.0
Hernandez, Elieser,622694,7,-3.1,14.3,101.8,75.3,85.8,72.7,309,98,,1,14.3,0,0.0,0.0
Pivetta, Nick,601713,7,-14.2,0.0,101.8,73.0,,73.0,149,65,,1,14.3,0,0.0,0.0
Clarke, Taylor,664199,13,0.9,30.8,101.7,80.3,86.8,77.7,407,157,407,2,15.4,0,0.0,0.0
Sosa, Edmundo,624641,2,20.1,0.0,101.6,84.7,67.8,101.6,207,131,,1,50.0,0,0.0,0.0
Scherzer, Max,453286,25,-16.2,24.0,101.5,74.7,94.2,67.1,321,110,,5,20.0,0,0.0,0.0
Gray, Sonny,543243,33,-19.3,3.0,101.5,69.8,91.0,68.8,300,37,,4,12.5,0,0.0,0.0
Thornton, Trent,663423,3,4.0,33.3,101.4,88.5,65.2,100.2,197,96,,2,66.7,0,0.0,0.0
Wheeler, Zack,554430,30,6.7,33.3,101.4,76.1,84.9,69.6,385,137,385,6,20.0,1,3.3,2.1
Kemp, Tony,643393,163,12.9,29.4,101.4,84.2,89.9,78.4,397,175,356,27,17.1,3,1.8,1.4
Velasquez, Vince,592826,19,-4.1,26.3,101.4,78.1,86.7,74.6,364,122,364,4,21.1,0,0.0,0.0
Sparkman, Glenn,642098,2,-8.5,0.0,101.2,93.0,,93.0,21,15,,1,50.0,0,0.0,0.0
Lockett, Walker,621141,2,28.0,50.0,101.1,95.1,95.1,,343,274,,1,50.0,0,0.0,0.0
Elmore, Jake,518653,17,12.2,41.2,101.1,86.6,88.0,84.6,343,191,,3,17.6,0,0.0,0.0
Toussaint, Touki,657053,3,9.8,33.3,101.1,73.7,89.8,41.4,385,200,,1,33.3,1,33.3,10.0
Mikolas, Miles,571945,28,-1.4,25.0,101.0,78.5,85.8,75.3,361,109,,6,22.2,0,0.0,0.0
Agrazal, Dario,642607,6,-23.7,16.7,100.9,83.6,,83.6,44,13,,3,50.0,0,0.0,0.0
Joseph, Caleb,543376,21,24.4,47.6,100.8,83.5,88.9,73.5,380,235,,5,23.8,0,0.0,0.0
Nunez, Dom,624513,5,36.7,20.0,100.7,89.5,93.0,88.2,417,267,417,1,20.0,1,20.0,16.7
Nola, Aaron,605400,23,-7.7,21.7,100.7,76.0,88.7,72.5,297,84,,4,17.4,0,0.0,0.0
Wisler, Matt,605538,1,-15.5,0.0,100.7,100.7,,100.7,7,7,,1,100.0,0,0.0,0.0
Ortega, Rafael,542364,9,19.4,66.7,100.6,86.7,90.7,54.7,390,250,390,4,44.4,1,11.1,10.0
Roark, Tanner,543699,21,3.9,33.3,100.6,83.2,89.2,77.7,353,155,,3,15.0,1,4.8,2.9
Valera, Breyvic,591971,27,18.1,37.0,100.6,83.7,86.0,84.7,365,177,,5,18.5,0,0.0,0.0
Reed, Michael,605439,2,48.4,0.0,100.6,73.7,100.6,,300,207,,1,50.0,0,0.0,0.0
Eflin, Zach,621107,16,-0.5,31.3,100.6,73.3,82.2,68.0,329,126,,2,12.5,0,0.0,0.0
Joe, Connor,656582,10,1.1,20.0,100.5,81.4,69.4,86.9,261,97,,3,30.0,0,0.0,0.0
Yamamoto, Jordan,657141,15,-24.2,13.3,100.3,69.7,86.2,67.1,164,39,,2,13.3,0,0.0,0.0
Senzatela, Antonio,622608,16,2.7,6.3,100.2,78.6,96.5,73.4,332,99,,4,25.0,0,0.0,0.0
Duplantier, Jon,641541,2,-22.7,0.0,100.1,70.5,,70.5,15,15,,1,50.0,0,0.0,0.0
Gagnon, Drew,543193,4,-3.6,50.0,100.0,81.4,94.6,68.1,338,192,,2,50.0,0,0.0,0.0
Hamilton, Billy,571740,206,11.3,33.0,99.9,78.3,83.3,75.1,360,149,,16,7.8,0,0.0,0.0
Eickhoff, Jerad,595191,11,-18.5,9.1,99.9,70.5,97.9,67.7,326,50,,4,36.4,0,0.0,0.0
Rodriguez, Dereck,605446,11,9.1,27.3,99.8,87.2,85.7,88.4,332,139,,3,27.3,0,0.0,0.0
Happ, J.A.,457918,4,-29.7,0.0,99.7,66.2,,66.2,6,6,,1,25.0,0,0.0,0.0
Weaver, Luke,596133,10,21.5,50.0,99.7,78.7,92.5,54.8,392,240,392,4,40.0,0,0.0,0.0
Almonte, Yency,622075,2,29.8,50.0,99.6,97.4,97.4,,364,324,,2,100.0,0,0.0,0.0
Lin, Tzu-Wei,624407,14,1.2,7.1,99.6,83.0,93.4,80.0,360,101,,2,14.3,0,0.0,0.0
Ciuffo, Nick,624419,3,26.8,66.7,99.6,69.5,88.0,32.4,216,139,,1,33.3,0,0.0,0.0
Richards, Trevor,670950,14,-9.0,7.1,99.5,78.9,81.8,79.0,285,74,,2,14.3,0,0.0,0.0
Hanson, Alen,593700,27,7.2,22.2,99.5,78.5,88.0,76.9,332,128,,6,22.2,0,0.0,0.0
Wacha, Michael,608379,15,0.1,13.3,99.5,68.7,74.8,68.7,189,45,,2,13.3,0,0.0,0.0
Wilson, Bobby,435064,34,19.8,29.4,99.4,77.1,85.1,73.0,360,135,,1,2.9,0,0.0,0.0
Taillon, Jameson,592791,8,-17.2,12.5,99.4,68.8,90.2,61.7,363,117,,1,12.5,0,0.0,0.0
Gore, Terrance,605253,33,0.1,24.2,99.3,76.5,83.7,73.6,365,147,,4,12.1,0,0.0,0.0
Pirela, Jose,517369,2,18.4,0.0,99.3,98.0,96.6,99.3,282,147,,2,100.0,0,0.0,0.0
Wilson, Bryse,669060,3,-7.9,33.3,99.3,89.9,87.5,91.1,191,101,,1,33.3,0,0.0,0.0
Graterol, Juan,492802,13,9.1,38.5,99.2,81.1,83.6,79.5,370,124,,2,15.4,0,0.0,0.0
Soroka, Mike,647336,32,-14.0,15.6,99.2,71.0,81.0,67.7,281,75,,4,12.5,0,0.0,0.0
Gallen, Zac,668678,10,-19.6,10.0,99.1,71.6,80.5,69.4,249,69,,2,20.0,0,0.0,0.0
Stewart, Brock,592779,3,48.1,33.3,99.0,83.7,93.9,,286,175,,1,33.3,0,0.0,0.0
Beede, Tyler,595881,12,-5.8,16.7,98.9,74.7,84.1,71.5,278,77,,1,8.3,0,0.0,0.0
Chatwood, Tyler,543022,12,-1.2,33.3,98.9,81.3,90.2,73.3,343,150,,4,33.3,0,0.0,0.0
May, Dustin,669160,4,-27.2,0.0,98.8,84.2,,84.2,29,11,,2,50.0,0,0.0,0.0
Lucchesi, Joey,664192,14,-12.8,14.3,98.7,69.3,77.1,69.1,217,78,,1,7.1,0,0.0,0.0
Vargas, Jason,450306,18,-8.8,22.2,98.7,68.7,80.2,61.4,318,124,,3,16.7,0,0.0,0.0
Nottingham, Jacob,641924,3,26.4,0.0,98.7,95.0,95.0,,362,274,362,2,66.7,0,0.0,0.0
Wade Jr, LaMonte,664774,2,41.0,50.0,98.5,89.2,98.5,,283,283,,1,50.0,0,0.0,0.0
Alford, Anthony,546990,2,-4.0,50.0,98.3,80.9,98.3,63.6,371,187,,1,50.0,0,0.0,0.0
Pedroia, Dustin,456030,18,6.3,27.8,98.2,85.6,87.2,84.6,351,146,,4,22.2,0,0.0,0.0
Irvin, Cole,608344,4,14.5,25.0,98.2,87.1,83.7,90.5,284,191,,1,25.0,0,0.0,0.0
Ward, Taylor,621493,3,13.9,33.3,98.2,88.2,90.9,82.9,296,241,,1,33.3,0,0.0,0.0
Hellickson, Jeremy,476451,7,-19.7,0.0,98.1,66.5,,66.5,68,28,,1,14.3,0,0.0,0.0
Keuchel, Dallas,572971,7,-13.5,28.6,98.1,79.7,91.3,75.1,348,100,,1,14.3,0,0.0,0.0
Detwiler, Ross,446321,1,-13.7,0.0,98.0,98.0,,98.0,13,13,,1,100.0,0,0.0,0.0
Davies, Zach,605200,22,7.3,31.8,97.9,71.7,87.7,57.1,309,166,,2,9.1,0,0.0,0.0
Corbin, Patrick,571578,30,-8.4,10.0,97.7,75.4,83.0,74.4,351,88,,2,6.7,0,0.0,0.0
Escobar, Luis,650813,1,-16.1,0.0,97.5,97.5,,97.5,9,9,,1,100.0,0,0.0,0.0
Castillo, Wilkin,446868,4,39.1,50.0,97.5,88.4,88.4,,325,279,,1,25.0,0,0.0,0.0
Anderson, Brett,474463,6,-9.6,33.3,97.3,79.1,90.9,73.3,219,80,,2,33.3,0,0.0,0.0
Ramirez, Yefry,606162,1,-3.3,0.0,97.3,97.3,,97.3,32,32,,1,100.0,0,0.0,0.0
Quintana, Jose,500779,29,-15.6,6.9,97.1,67.0,74.5,66.1,241,50,,2,7.1,0,0.0,0.0
Vazquez, Felipe,553878,1,-14.6,0.0,97.0,97.0,,97.0,11,11,,1,100.0,0,0.0,0.0
Wilkerson, Aaron,658792,2,-4.5,50.0,97.0,87.9,97.0,78.9,386,195,386,1,50.0,0,0.0,0.0
Sims, Lucas,608371,2,20.2,0.0,96.9,93.1,89.3,96.9,259,134,,1,50.0,0,0.0,0.0
Kelly, Merrill,518876,26,-23.9,11.5,96.9,65.2,88.8,60.9,369,86,,2,7.7,0,0.0,0.0
Fedde, Erick,607200,14,-14.0,14.3,96.5,67.0,76.4,64.5,363,109,,2,14.3,0,0.0,0.0
Godley, Zack,643327,10,28.3,40.0,96.3,76.7,82.7,41.0,318,253,,1,10.0,0,0.0,0.0
Drake, Oliver,543118,1,-1.1,0.0,96.2,96.2,,96.2,36,36,,1,100.0,0,0.0,0.0
Allen, Logan,663531,4,-15.6,0.0,96.0,82.2,,82.2,147,44,,1,25.0,0,0.0,0.0
Boyd, Matthew,571510,1,3.5,0.0,96.0,96.0,,96.0,79,79,,1,100.0,0,0.0,0.0
Hernandez, Felix,433587,1,-17.5,0.0,95.9,95.9,,95.9,7,7,,1,100.0,0,0.0,0.0
Hudson, Dakota,641712,24,-18.0,12.5,95.9,70.0,86.7,67.0,315,71,,2,8.3,0,0.0,0.0
Marrero, Deven,571918,2,4.9,50.0,95.7,92.7,95.7,89.7,154,98,,1,50.0,0,0.0,0.0
Skaggs, Tyler,572140,1,-36.3,0.0,95.6,95.6,,95.6,4,4,,1,100.0,0,0.0,0.0
Jankowski, Travis,608671,1,-9.4,0.0,95.6,95.6,,95.6,11,11,,1,100.0,0,0.0,0.0
Brach, Brad,542960,4,-4.4,50.0,95.3,76.9,85.6,68.2,278,183,,1,25.0,0,0.0,0.0
Peralta, Freddy,642547,9,-6.2,44.4,95.2,71.8,82.3,68.8,315,108,,1,11.1,0,0.0,0.0
Hermosillo, Michael,641684,1,33.0,0.0,95.1,95.1,95.1,,342,342,,1,100.0,0,0.0,0.0
Williams, Trevor,592866,16,-5.4,37.5,95.1,69.8,89.1,65.3,280,108,,1,6.3,0,0.0,0.0
Dugger, Robert,667498,2,39.7,50.0,95.1,90.1,90.1,,349,292,,1,50.0,0,0.0,0.0
Smith, Will,519293,2,4.5,50.0,95.1,65.2,95.1,35.3,205,113,,1,50.0,0,0.0,0.0
Minor, Mike,501985,4,-12.8,25.0,94.6,75.8,92.1,70.4,298,113,,0,0.0,0,0.0,0.0
Lambert, Peter,663567,15,-1.0,40.0,94.6,71.0,87.0,61.1,273,114,,0,0.0,0,0.0,0.0
Bailey, Homer,456701,4,-11.8,50.0,94.6,75.0,92.5,57.5,238,102,,0,0.0,0,0.0,0.0
Mills, Alec,621219,5,11.9,40.0,94.6,83.8,85.4,82.8,314,174,,0,0.0,0,0.0,0.0
Foltynewicz, Mike,592314,14,-11.1,21.4,94.4,72.0,84.5,67.4,257,55,,0,0.0,0,0.0,0.0
Sanchez, Anibal,434671,23,-8.1,21.7,94.3,73.2,78.9,71.6,303,75,,0,0.0,0,0.0,0.0
Santana, Dennis,642701,2,6.8,0.0,94.3,90.3,94.3,86.4,156,127,,0,0.0,0,0.0,0.0
Beeks, Jalen,656222,1,-32.3,0.0,93.9,93.9,,93.9,3,3,,0,0.0,0,0.0,0.0
Bauer, Trevor,545333,4,-17.3,0.0,93.9,77.9,,77.9,114,44,,0,0.0,0,0.0,0.0
Cahill, Trevor,502239,2,26.7,50.0,93.8,92.2,92.2,,307,301,,0,0.0,0,0.0,0.0
Miley, Wade,489119,4,-9.0,0.0,93.8,76.1,75.8,76.2,227,80,,0,0.0,0,0.0,0.0
Skole, Matt,605474,14,13.5,28.6,93.8,76.8,81.4,78.2,313,147,,0,0.0,0,0.0,0.0
Gonzalez, Chi Chi,592346,3,-20.7,0.0,93.7,82.4,,82.4,6,5,,0,0.0,0,0.0,0.0
Urias, Julio,628711,13,-14.1,15.4,93.7,60.0,87.1,55.0,337,112,,0,0.0,0,0.0,0.0
Lyles, Jordan,543475,12,-18.1,0.0,93.7,84.0,,84.3,31,10,,0,0.0,0,0.0,0.0
Fuentes, Josh,658069,10,12.9,30.0,93.1,80.4,83.3,77.6,332,142,,0,0.0,0,0.0,0.0
Stripling, Ross,548389,15,-14.7,20.0,93.1,71.8,68.9,72.3,248,72,,0,0.0,0,0.0,0.0
Flexen, Chris,623167,2,-3.5,50.0,93.0,81.3,69.6,93.0,181,93,,0,0.0,0,0.0,0.0
McRae, Alex,656725,2,-21.0,0.0,93.0,67.0,,67.0,,,,0,0.0,0,0.0,0.0
Lamet, Dinelson,659275,6,-8.8,33.3,93.0,70.4,92.5,66.0,199,48,,0,0.0,0,0.0,0.0
Phillips, Brett,621433,7,18.9,14.3,92.9,78.2,83.2,73.9,287,153,,0,0.0,0,0.0,0.0
Gale, Rocky,502570,8,16.1,37.5,92.9,85.6,88.4,84.1,306,149,,0,0.0,0,0.0,0.0
Perdomo, Luis,606131,3,-31.0,0.0,92.9,85.8,,85.8,104,36,,0,0.0,0,0.0,0.0
Rosario, Randy,600968,1,-27.3,0.0,92.6,92.6,,92.6,5,5,,0,0.0,0,0.0,0.0
Sanchez, Aaron,592717,2,-6.6,50.0,92.2,86.0,92.2,79.9,295,149,,0,0.0,0,0.0,0.0
Suarez, Ranger,624133,2,-22.9,0.0,92.1,60.9,,60.9,15,10,,0,0.0,0,0.0,0.0
Noll, Jake,669738,8,-2.8,25.0,92.0,78.0,85.8,75.2,315,142,,0,0.0,0,0.0,0.0
Anderson, Chase,502624,13,-16.5,15.4,91.9,66.8,84.9,58.7,284,82,,0,0.0,0,0.0,0.0
Gonzalez, Gio,461829,5,2.0,0.0,91.8,66.9,81.8,56.9,263,107,,0,0.0,0,0.0,0.0
Iglesias, Raisel,628452,1,-30.9,0.0,91.5,91.5,,91.5,3,3,,0,0.0,0,0.0,0.0
Bieber, Shane,669456,2,-29.6,0.0,91.4,84.6,,84.6,15,9,,0,0.0,0,0.0,0.0
Ryan, Kyle,594986,1,18.2,100.0,91.1,91.1,91.1,,,,,0,,0,0.0,0.0
Noesi, Hector,456051,2,-21.7,0.0,90.8,65.9,,65.9,23,23,,0,0.0,0,0.0,0.0
Leake, Mike,502190,3,3.9,66.7,90.8,66.8,79.7,41.0,311,254,,0,0.0,0,0.0,0.0
Pomeranz, Drew,519141,7,-13.6,0.0,90.6,64.1,,70.7,92,45,,0,0.0,0,0.0,0.0
Allard, Kolby,663465,2,53.9,50.0,90.6,77.1,90.6,,358,214,,0,0.0,0,0.0,0.0
Norris, Daniel,596057,3,1.9,33.3,90.3,87.0,83.3,88.8,278,147,,0,0.0,0,0.0,0.0
Stroman, Marcus,573186,5,-15.1,20.0,90.3,64.5,84.6,59.5,328,174,,0,0.0,0,0.0,0.0
Sadler, Casey,594987,2,10.8,50.0,90.2,89.9,90.2,89.6,305,167,,0,0.0,0,0.0,0.0
Helsley, Ryan,664854,1,-34.2,0.0,90.1,90.1,,90.1,3,3,,0,0.0,0,0.0,0.0
Keller, Brad,641745,4,-22.8,25.0,90.0,71.6,90.0,65.5,271,93,,0,0.0,0,0.0,0.0
Gott, Trevor,641627,1,18.3,100.0,90.0,90.0,90.0,,271,271,,0,0.0,0,0.0,0.0
Voth, Austin,608723,3,-16.8,33.3,90.0,68.9,75.8,65.5,160,83,,0,0.0,0,0.0,0.0
Gausman, Kevin,592332,9,-23.6,11.1,90.0,74.5,79.7,73.8,152,21,,0,0.0,0,0.0,0.0
Ponce de Leon, Daniel,594965,5,-27.8,20.0,89.7,51.6,,51.6,31,10,,0,0.0,0,0.0,0.0
Price, David,456034,1,-9.7,0.0,89.1,89.1,,89.1,9,9,,0,0.0,0,0.0,0.0
Oswalt, Corey,621261,2,-4.0,50.0,89.0,65.0,89.0,41.0,341,341,,0,0.0,0,0.0,0.0
Robinson, Drew,592685,4,45.8,25.0,89.0,75.3,89.0,,201,159,,0,0.0,0,0.0,0.0
Bettis, Chad,518452,6,-35.5,0.0,88.7,57.9,,57.9,6,4,,0,0.0,0,0.0,0.0
Tejada, Ruben,514913,6,12.8,16.7,88.7,80.4,83.8,76.9,305,144,,0,0.0,0,0.0,0.0
Ferguson, Caleb,657571,1,-16.4,0.0,88.5,88.5,,88.5,8,8,,0,0.0,0,0.0,0.0
Chang, Yu,644374,2,13.5,0.0,88.3,80.4,88.3,72.6,246,124,,0,0.0,0,0.0,0.0
Pena, Felix,570240,2,-24.4,0.0,88.0,87.1,,87.1,12,8,,0,0.0,0,0.0,0.0
Jackson, Alex,656577,7,29.1,14.3,87.9,78.2,76.6,79.9,281,180,,0,0.0,0,0.0,0.0
Stratton, Chris,608717,2,-22.2,0.0,87.9,87.2,,87.2,6,6,,0,0.0,0,0.0,0.0
Montgomery, Mike,543557,3,36.2,66.7,87.8,84.2,86.3,,304,258,,0,0.0,0,0.0,0.0
Alzolay, Adbert,640470,3,-8.8,0.0,87.1,84.0,,84.0,37,28,,0,0.0,0,0.0,0.0
Haase, Eric,606992,2,-14.9,0.0,87.1,78.8,,78.8,14,9,,0,0.0,0,0.0,0.0
Montas, Frankie,593423,1,-11.1,0.0,87.0,87.0,,87.0,12,12,,0,0.0,0,0.0,0.0
Young, Alex,622065,3,-32.2,0.0,86.8,78.7,,78.7,5,4,,0,0.0,0,0.0,0.0
Leyba, Domingo,642736,5,11.3,60.0,86.5,83.5,83.0,85.4,309,219,,0,0.0,0,0.0,0.0
Hill, Rich,448179,9,-5.3,22.2,86.3,60.3,74.2,56.3,176,62,,0,0.0,0,0.0,0.0
Zavala, Seby,664874,3,21.9,33.3,86.1,78.7,85.0,86.1,180,129,,0,0.0,0,0.0,0.0
Odorizzi, Jake,543606,3,2.1,66.7,86.1,68.5,82.3,41.0,292,281,,0,0.0,0,0.0,0.0
Koch, Matt,571863,1,28.3,100.0,86.0,86.0,86.0,,332,332,,0,0.0,0,0.0,0.0
Pineda, Michael,501381,3,-13.3,0.0,86.0,81.7,86.0,79.6,127,48,,0,0.0,0,0.0,0.0
Font, Wilmer,521655,2,-18.4,0.0,85.7,63.4,,63.4,65,65,,0,0.0,0,0.0,0.0
Tanaka, Masahiro,547888,1,-51.2,0.0,85.5,85.5,,85.5,2,2,,0,0.0,0,0.0,0.0
Covey, Dylan,592229,1,-32.9,0.0,85.1,85.1,,85.1,5,5,,0,0.0,0,0.0,0.0
Tomlin, Josh,458708,3,35.1,33.3,84.9,80.7,80.7,,297,240,,0,0.0,0,0.0,0.0
Porcello, Rick,519144,2,-20.5,0.0,84.8,84.3,,84.3,9,7,,0,0.0,0,0.0,0.0
Andriese, Matt,542882,3,-32.8,0.0,84.5,79.5,,79.5,40,15,,0,0.0,0,0.0,0.0
Eshelman, Tom,664045,2,76.9,0.0,84.5,82.9,,,136,120,,0,0.0,0,0.0,0.0
Kingham, Nick,592468,2,-11.2,0.0,84.4,72.6,,72.6,27,17,,0,0.0,0,0.0,0.0
Menez, Conner,669214,3,-3.0,0.0,84.3,83.4,84.3,82.9,289,289,,0,0.0,0,0.0,0.0
