last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Bettis, Chad,518452,219,2.2,26.5,115.6,89.6,95.9,87.4,425,123,396,90,41.1,12,5.5,4.2
Zimmermann, Jordan,519455,337,13.1,37.7,115.6,89.3,94.2,85.6,458,182,396,129,38.3,31,9.2,7.1
Givens, Mychal,571710,122,14.6,41.8,115.5,88.8,93.9,83.5,458,192,409,48,39.3,12,9.8,5.4
Peacock, Brad,502748,242,14.3,31.0,115.5,89.9,93.0,87.7,481,183,408,99,41.3,18,7.4,4.9
Covey, Dylan,592229,194,10.5,38.7,115.5,88.5,93.2,84.1,437,176,394,73,37.6,20,10.3,7.7
Darvish, Yu,506433,397,12.0,32.5,115.5,88.2,93.7,84.0,459,174,404,153,38.5,31,7.8,4.8
Thornton, Trent,663423,414,16.4,40.3,115.4,87.8,92.8,81.9,463,195,400,153,37.0,31,7.5,5.2
Hess, David,605276,258,17.7,44.2,115.4,91.4,95.9,86.4,443,208,398,127,49.2,35,13.6,9.9
Strop, Pedro,467008,93,9.3,31.2,115.4,89.6,94.9,87.0,454,155,415,35,38.0,9,9.7,5.9
Kimbrel, Craig,518886,49,17.1,49.0,115.3,91.6,92.6,91.1,443,217,405,21,43.8,9,18.4,10.2
Ryu, Hyun-Jin,547943,478,6.0,32.4,115.3,85.2,90.5,81.4,438,150,401,149,31.2,23,4.8,3.5
Means, John,607644,399,19.3,36.3,115.3,87.1,90.6,82.8,446,198,401,122,30.6,26,6.5,4.8
Jimenez, Eduardo,621592,36,14.4,33.3,115.3,91.8,93.1,90.8,386,187,377,13,36.1,4,11.1,8.2
Eovaldi, Nathan,543135,150,10.7,30.7,115.2,91.2,93.8,89.5,438,164,386,62,41.3,13,8.7,5.6
Cole, Gerrit,543037,387,13.2,33.1,115.2,87.2,92.5,82.4,443,176,395,137,35.4,24,6.2,3.4
Martin, Chris,455119,139,7.8,33.1,115.2,88.3,91.5,86.2,443,165,405,54,38.8,12,8.6,5.9
Berrios, Jose,621244,534,13.7,33.5,115.2,86.6,91.5,83.0,441,171,404,173,32.4,34,6.4,4.5
Gray, Sonny,543243,391,8.0,31.5,115.1,87.1,91.9,84.1,425,151,410,125,33.3,26,6.6,4.1
Roark, Tanner,543699,457,14.6,37.9,115.1,88.5,92.1,85.3,462,182,405,161,36.8,36,7.9,5.4
Soto, Gregory,642397,179,7.7,31.3,115.1,90.5,93.3,88.4,441,166,389,74,42.3,17,9.5,7.0
Cahill, Trevor,502239,316,9.6,29.1,115.1,88.8,93.9,85.7,438,165,398,117,38.7,26,8.2,6.0
Anderson, Brett,474463,552,4.5,30.6,115.1,88.8,94.5,85.7,455,142,416,222,40.2,40,7.2,5.9
VerHagen, Drew,572403,146,9.9,28.8,115.1,89.4,93.6,88.5,426,148,389,58,39.7,10,6.8,4.7
Kikuchi, Yusei,579328,495,12.1,31.9,115.1,88.6,92.9,86.5,462,166,397,183,38.1,39,7.9,5.9
Weaver, Luke,596133,169,13.9,35.5,115.0,89.2,94.3,86.5,446,180,402,70,41.4,11,6.5,4.3
Gallegos, Giovanny,606149,144,19.0,31.9,115.0,88.7,92.6,85.5,440,192,409,53,37.1,13,9.0,5.3
Corbin, Patrick,571578,460,8.6,32.0,115.0,89.4,95.0,84.9,462,171,420,183,39.8,43,9.3,5.9
Fairbanks, Peter,664126,35,11.0,37.1,115.0,90.7,94.8,87.5,423,171,406,17,48.6,4,11.4,6.3
Johnson, Brian,598271,122,12.9,32.8,114.9,88.5,92.8,85.5,423,188,386,46,37.7,10,8.2,6.1
Waguespack, Jacob,621097,198,13.4,34.8,114.9,88.4,92.8,85.8,436,173,404,73,36.9,15,7.6,5.5
Boyd, Matthew,571510,443,18.5,34.3,114.9,88.5,92.3,85.7,446,194,396,156,35.5,41,9.3,5.7
Miller, Shelby,571946,157,13.7,34.4,114.9,89.6,93.0,86.8,472,188,423,61,39.1,12,7.6,5.5
Milone, Tommy,543548,294,15.2,40.5,114.8,86.8,92.3,80.5,458,196,405,88,31.4,31,10.5,7.7
Beede, Tyler,595881,320,12.0,33.4,114.8,91.1,94.8,88.2,433,182,407,141,44.1,27,8.4,5.8
Oberg, Scott,623184,142,6.9,28.9,114.7,87.2,92.9,84.2,439,150,412,52,36.6,9,6.3,4.0
Parker, Blake,453284,147,13.9,41.5,114.7,88.5,92.9,85.7,444,184,405,60,40.8,12,8.2,5.2
Beeks, Jalen,656222,313,10.4,35.1,114.7,87.7,93.1,83.6,443,168,408,112,35.8,24,7.7,5.4
Bailey, Homer,456701,444,12.3,32.2,114.7,89.9,93.4,88.0,436,169,393,171,38.6,27,6.1,4.3
Straily, Dan,573185,179,21.6,41.3,114.7,91.4,94.6,89.2,447,226,404,87,48.6,29,16.2,12.3
Hudson, Dakota,641712,471,2.9,31.8,114.6,88.7,94.8,85.9,444,136,404,183,38.9,32,6.8,4.8
Yacabonis, Jimmy,642231,134,15.6,38.1,114.6,90.7,95.2,86.9,455,189,419,54,40.3,15,11.2,7.8
Warren, Adam,476589,86,7.5,38.4,114.6,86.4,91.9,79.9,449,183,395,30,34.9,7,8.1,5.6
Minter, A.J.,621345,88,11.2,38.6,114.5,87.4,92.5,81.4,422,193,402,30,34.1,5,5.7,3.4
Chavez, Jesse,445926,238,12.9,34.5,114.5,87.7,93.4,83.0,433,175,408,82,34.5,21,8.8,6.2
Odorizzi, Jake,543606,397,17.2,36.5,114.4,88.0,92.2,84.5,462,189,397,142,35.9,32,8.1,5.2
Turnbull, Spencer,605513,379,9.7,34.0,114.4,89.3,93.8,86.5,444,164,387,154,40.7,25,6.6,4.4
Leake, Mike,502190,611,11.0,31.6,114.4,90.7,94.4,88.7,463,171,404,263,43.3,53,8.7,7.0
Littell, Zack,641793,81,14.3,43.2,114.4,92.9,95.3,92.3,424,181,406,43,53.1,8,9.9,7.1
Drake, Oliver,543118,108,6.4,28.7,114.4,88.7,94.2,85.2,429,156,387,43,40.2,9,8.3,5.1
Taillon, Jameson,592791,118,7.0,33.1,114.4,87.7,93.1,84.0,397,153,384,47,39.8,8,6.8,5.1
Ramirez, Noe,598287,156,16.3,35.3,114.4,87.3,93.6,80.3,443,187,389,49,32.0,10,6.4,4.0
Elias, Roenis,606273,150,14.9,41.3,114.4,88.0,93.2,81.6,416,198,392,53,37.3,14,9.3,6.5
Ryan, Kyle,594986,151,5.9,27.8,114.4,88.6,91.3,88.1,399,141,372,64,42.4,4,2.6,1.8
Hernandez, David,456696,124,19.1,38.7,114.4,88.1,91.1,84.2,433,209,399,43,35.2,11,8.9,5.5
Burnes, Corbin,669203,136,9.8,36.8,114.4,89.0,92.7,86.6,453,169,407,55,40.7,17,12.5,7.6
Tepera, Ryan,572193,44,16.9,36.4,114.4,89.7,95.8,85.3,445,195,418,18,40.9,4,9.1,6.3
Plesac, Zach,668676,315,13.7,35.6,114.3,89.2,92.5,86.5,442,186,397,122,38.7,27,8.6,6.2
Harper, Ryne,607560,150,14.9,40.7,114.3,88.3,93.2,83.3,409,190,388,55,36.7,10,6.7,4.8
Soroka, Mike,647336,468,5.0,31.2,114.3,87.5,92.1,85.0,455,144,405,177,37.9,24,5.1,3.8
Swanson, Erik,657024,163,15.9,35.0,114.3,91.2,95.3,87.3,453,191,402,70,42.9,21,12.9,9.5
Clarke, Taylor,664199,228,16.4,30.7,114.3,89.7,94.2,86.4,458,190,404,92,40.5,27,11.8,8.7
Ray, Robbie,592662,381,12.6,39.1,114.3,86.6,92.9,80.5,448,186,412,142,37.4,39,10.2,5.9
Miley, Wade,489119,471,7.4,28.9,114.3,87.2,91.1,84.4,441,150,390,147,32.9,23,4.9,3.5
McFarland, T.J.,519008,185,0.1,30.8,114.3,87.3,94.3,83.5,458,126,427,73,39.9,12,6.5,5.0
Anderson, Chase,502624,368,18.1,33.2,114.3,86.4,91.3,82.3,457,185,404,121,33.1,25,6.8,4.7
Miller, Justin,502522,48,24.4,29.2,114.3,88.0,93.5,79.4,429,223,403,17,35.4,6,12.5,9.2
Sabathia, CC,282332,299,14.7,36.1,114.3,86.7,90.6,83.6,432,184,387,92,31.0,26,8.7,6.0
Smyly, Drew,592767,304,17.2,35.5,114.2,88.8,93.1,84.0,458,208,400,115,38.2,31,10.2,6.7
Sipp, Tony,448609,64,17.2,37.5,114.2,88.1,91.0,85.4,419,188,419,22,34.4,4,6.3,4.3
Eades, Ryan,592280,19,11.7,47.4,114.2,97.0,103.5,91.6,408,185,,14,73.7,3,15.8,10.0
Lopez, Pablo,641154,267,10.0,33.7,114.2,87.2,91.4,84.9,420,157,399,97,36.3,21,7.9,5.6
Familia, Jeurys,544727,136,9.6,31.6,114.2,87.6,92.0,84.4,416,161,393,50,37.3,9,6.6,3.8
Quintana, Jose,500779,498,11.0,34.7,114.2,88.8,92.9,86.1,468,174,402,180,37.6,29,5.8,4.2
Guerra, Javy,457915,191,16.5,33.5,114.1,89.1,92.9,86.7,440,194,399,71,37.2,14,7.3,5.4
Guerrero, Tayron,594027,116,14.6,30.2,114.1,90.6,93.7,89.1,422,184,395,48,41.4,13,11.2,6.6
Ross, Tyson,475115,118,7.0,33.9,114.1,89.2,95.9,85.1,419,155,386,51,43.2,14,11.9,8.6
Senzatela, Antonio,622608,374,4.3,31.8,114.1,88.7,93.5,86.4,466,144,412,162,43.3,23,6.1,4.8
Cortes Jr., Nestor,641482,182,17.9,37.9,114.1,87.6,91.2,84.1,433,202,392,60,33.0,16,8.8,5.9
Sanchez, Aaron,592717,410,8.9,29.5,114.1,89.6,94.7,86.4,476,159,400,170,41.7,31,7.6,5.1
Hand, Brad,543272,136,20.2,47.8,114.1,87.7,92.0,82.5,427,205,410,51,37.5,9,6.6,3.8
Williams, Trevor,592866,428,16.0,35.7,114.1,87.3,92.3,83.6,454,189,400,154,36.0,33,7.7,5.8
Montero, Rafael,606160,61,12.0,34.4,114.0,85.9,92.0,79.9,442,182,401,16,26.2,8,13.1,8.8
Greinke, Zack,425844,539,10.5,34.9,114.0,86.8,92.0,82.7,432,167,398,176,32.7,36,6.7,4.9
Garcia, Luis,472610,166,8.8,33.7,114.0,87.4,93.4,83.9,471,167,398,59,35.8,13,7.8,5.2
Fried, Max,608331,442,3.8,32.4,114.0,88.9,92.5,86.6,451,147,392,177,40.0,20,4.5,3.1
Arrieta, Jake,453562,426,6.3,33.8,114.0,88.7,93.9,85.5,445,151,402,159,37.3,29,6.8,4.9
Hernandez, Jonathan,642546,25,8.8,36.0,114.0,86.3,90.5,84.0,372,183,370,7,28.0,0,0.0,0.0
Strickland, Hunter,519326,53,19.3,28.3,114.0,88.1,91.8,83.3,413,193,387,15,30.0,5,9.4,6.8
Gausman, Kevin,592332,278,12.0,40.6,113.9,87.1,91.9,82.1,432,179,397,97,34.9,23,8.3,5.5
Holland, Derek,502706,231,12.1,30.7,113.9,89.2,95.0,83.8,467,183,411,97,42.5,29,12.6,8.2
Greene, Shane,572888,147,11.8,29.9,113.9,88.7,93.0,87.2,462,156,424,55,37.7,12,8.2,5.3
Perez, Cionel,672335,31,12.7,38.7,113.9,94.2,95.2,93.2,435,207,382,15,48.4,2,6.5,5.0
Suarez, Andrew,605498,90,9.5,37.8,113.9,90.0,96.6,86.4,458,171,417,34,37.8,14,15.6,11.6
Stroman, Marcus,573186,491,5.4,27.3,113.9,87.7,92.9,85.1,426,139,384,178,36.4,23,4.7,3.4
Gaviglio, Sam,543208,258,10.2,26.7,113.8,87.9,93.9,83.8,456,164,400,88,34.1,17,6.6,4.7
Biddle, Jesse,592145,100,9.8,40.0,113.8,89.3,92.8,86.7,465,173,418,42,43.8,11,11.0,7.2
Devenski, Chris,606965,185,20.1,36.2,113.8,88.0,93.2,83.1,447,207,387,66,35.7,17,9.2,6.1
Davies, Zach,605200,460,12.8,37.2,113.8,87.4,92.7,83.3,473,181,401,157,34.3,33,7.2,5.5
Godley, Zack,643327,289,11.1,37.0,113.8,89.0,93.4,85.8,469,173,410,103,35.6,24,8.3,5.9
Luciano, Elvis,672773,90,13.9,31.1,113.8,89.7,93.9,86.5,389,180,370,37,41.1,7,7.8,5.1
Barraclough, Kyle,607457,88,14.5,42.0,113.8,91.1,93.3,88.4,422,208,400,41,46.6,13,14.8,9.4
Detwiler, Ross,446321,186,7.3,31.2,113.7,89.4,95.3,86.1,447,162,406,72,38.7,19,10.2,7.6
Perez, Martin,527048,465,8.5,32.5,113.7,84.9,91.6,80.5,444,150,383,135,29.0,23,4.9,3.5
Giles, Ken,571704,94,16.5,34.0,113.7,88.4,94.6,83.9,446,187,405,34,36.2,8,8.5,4.3
Stewart, Kohl,640464,79,6.2,30.4,113.7,88.7,93.9,85.2,408,148,387,31,39.7,5,6.3,5.4
Wacha, Michael,608379,363,9.5,35.0,113.7,87.4,93.4,83.2,482,163,410,126,35.0,29,8.0,5.6
Sanchez, Anibal,434671,457,14.9,38.3,113.7,86.2,91.1,81.1,436,186,404,125,27.4,26,5.7,4.1
Watson, Tony,453265,173,11.0,34.7,113.7,86.8,92.7,82.8,456,172,409,55,31.8,11,6.4,4.8
Moronta, Reyes,606625,140,18.1,29.3,113.7,87.2,92.1,85.5,451,187,418,50,35.7,9,6.4,3.7
Pagan, Emilio,641941,137,20.8,28.5,113.7,88.7,93.9,85.2,461,193,391,44,32.1,8,5.8,3.4
Wright, Kyle,657140,54,12.4,44.4,113.7,90.8,96.7,83.9,413,191,390,26,48.1,6,11.1,7.3
Law, Derek,571882,151,8.0,33.8,113.7,88.5,92.6,85.8,445,163,408,58,38.4,7,4.6,2.8
Cimber, Adam,643256,168,4.3,27.4,113.7,87.0,91.3,85.8,427,139,383,56,33.3,8,4.8,3.6
Carle, Shane,641438,31,5.8,35.5,113.6,90.3,95.6,86.1,415,185,400,12,38.7,5,16.1,10.2
Tate, Dillon,622253,38,3.8,31.6,113.6,85.7,88.3,84.7,450,124,415,11,28.9,2,5.3,3.2
Skaggs, Tyler,572140,227,15.5,37.0,113.6,88.1,91.9,85.8,472,185,416,75,33.2,14,6.2,4.2
Wainwright, Adam,425794,445,9.5,31.5,113.6,88.0,92.4,85.4,419,159,390,165,38.6,31,7.0,4.8
Velasquez, Vince,592826,291,17.5,34.0,113.6,89.6,94.1,85.9,459,203,391,119,40.9,31,10.7,6.8
Sampson, Adrian,592716,393,14.7,33.1,113.6,90.6,93.8,89.3,453,187,403,186,47.3,40,10.2,7.5
Bradley, Archie,605151,174,10.9,37.9,113.6,88.4,93.2,85.2,423,165,401,66,37.9,9,5.2,3.1
Sparkman, Glenn,642098,415,14.0,38.8,113.6,90.6,93.9,87.8,471,194,405,174,41.9,32,7.7,6.1
Blackburn, Paul,621112,37,-2.0,37.8,113.5,83.7,93.0,76.7,415,139,411,11,29.7,3,8.1,6.4
Teheran, Julio,527054,454,14.6,30.6,113.5,88.1,91.4,85.5,451,182,410,158,34.8,30,6.6,4.3
Duffey, Tyler,608648,122,13.9,37.7,113.5,87.6,92.0,82.6,457,181,405,43,35.2,9,7.4,4.3
Wright, Mike,605541,103,14.8,37.9,113.5,91.0,93.9,88.7,438,178,388,48,46.6,8,7.8,5.4
Grace, Matt,594840,159,6.4,36.5,113.5,90.2,94.7,86.5,432,169,407,74,46.5,19,11.9,9.2
Lynn, Lance,458681,517,13.0,34.8,113.5,87.2,91.0,84.4,445,177,407,166,33.1,27,5.2,3.4
Estevez, Carlos,608032,189,15.3,36.5,113.5,90.5,92.1,89.5,464,196,412,74,39.2,19,10.1,6.6
Toussaint, Touki,657053,120,13.0,34.2,113.5,87.1,90.2,85.0,420,170,398,39,32.5,10,8.3,5.1
Guduan, Reymin,594056,17,20.8,35.3,113.4,97.3,99.8,95.9,442,229,413,10,58.8,5,29.4,18.5
Strasburg, Stephen,544931,469,7.9,29.9,113.4,87.5,92.1,84.6,458,153,399,156,33.3,28,6.0,3.7
Bieber, Shane,669456,491,12.2,32.8,113.4,90.3,94.0,88.0,447,171,390,199,42.3,41,8.4,5.3
Paxton, James,572020,356,16.6,36.0,113.4,88.9,91.6,88.7,433,183,392,140,39.4,26,7.3,4.4
Koch, Matt,571863,78,15.3,38.5,113.4,91.3,95.2,89.4,429,202,406,38,48.7,8,10.3,8.3
Peralta, Wily,503449,131,11.6,29.8,113.4,89.9,92.8,87.6,436,169,403,53,40.5,14,10.7,8.0
Gustave, Jandel,594311,64,13.4,40.6,113.4,88.5,91.0,86.7,381,181,,23,35.9,3,4.7,3.8
Fry, Paul,643316,149,2.1,28.9,113.4,87.4,93.4,84.5,408,131,385,55,36.9,8,5.4,3.5
Bundy, Dylan,605164,426,13.3,32.2,113.4,87.8,92.9,83.7,452,174,396,131,30.8,26,6.1,4.2
Kluber, Corey,446372,112,13.3,34.8,113.4,86.0,93.5,78.1,414,167,388,43,38.4,10,8.9,6.0
DeSclafani, Anthony,543101,426,13.1,35.0,113.3,88.4,93.2,84.8,474,180,404,160,38.8,32,7.5,5.1
Lopez, Reynaldo,625643,493,18.1,34.7,113.3,88.7,92.8,85.5,505,193,404,187,37.9,37,7.5,5.2
Barlow, Scott,605130,152,14.4,36.8,113.3,87.2,91.8,82.2,470,198,406,54,35.5,10,6.6,3.7
Green, Chad,643338,161,16.8,42.9,113.3,92.1,96.1,90.1,446,200,383,76,47.2,20,12.4,7.5
Nola, Aaron,605400,485,9.1,32.8,113.3,88.8,93.6,85.7,445,161,398,192,39.6,32,6.6,4.1
Matz, Steven,571927,419,10.3,31.7,113.3,88.2,92.9,85.0,482,165,406,162,38.9,38,9.1,6.4
Lamet, Dinelson,659275,145,14.8,36.6,113.3,86.4,91.5,81.1,455,184,394,48,33.1,10,6.9,4.1
Woodruff, Brandon,605540,310,12.8,38.7,113.3,85.7,89.9,82.7,450,169,410,94,30.3,13,4.2,2.7
Urias, Julio,628711,197,18.1,35.0,113.2,83.3,88.7,81.8,412,166,397,51,25.9,9,4.6,3.0
Kahnle, Tommy,592454,124,5.4,31.5,113.2,87.7,92.3,84.5,425,150,401,44,35.5,7,5.6,3.2
Hoffman, Jeff,656546,156,14.2,34.0,113.2,88.9,95.4,81.2,474,197,416,64,41.0,20,12.8,8.6
Smeltzer, Devin,656970,118,15.2,31.4,113.2,89.4,92.9,86.3,439,185,401,43,36.4,10,8.5,6.3
Pivetta, Nick,601713,285,10.4,36.1,113.2,88.5,92.4,85.3,439,173,387,99,34.7,29,10.2,7.0
Guerra, Junior,448855,205,13.2,30.7,113.2,85.8,92.2,82.2,445,168,401,56,27.6,13,6.3,4.1
Garcia, Yimi,554340,150,23.2,27.3,113.2,86.5,91.6,79.3,479,206,404,41,27.3,12,8.0,5.2
Harvey, Matt,518774,195,12.2,34.9,113.2,90.3,94.0,87.6,467,174,410,74,41.6,16,8.2,6.0
Bumgarner, Madison,518516,533,17.2,36.0,113.2,89.4,92.9,86.2,456,192,403,219,41.2,46,8.6,6.0
Loaisiga, Jonathan,642528,66,14.1,33.3,113.2,89.5,93.0,87.0,411,181,383,26,39.4,3,4.5,2.9
Price, David,456034,295,12.4,36.9,113.2,88.0,93.3,83.2,453,180,405,113,38.3,24,8.1,5.2
Jones, Nate,518858,29,11.0,24.1,113.2,91.8,91.9,91.7,411,167,381,12,41.4,1,3.4,2.1
Chafin, Andrew,605177,130,11.5,37.7,113.1,86.6,92.1,82.9,421,165,403,47,36.4,10,7.7,4.7
Swarzak, Anthony,461872,135,10.1,32.6,113.1,88.6,95.3,83.6,436,165,404,62,46.3,12,8.9,5.9
Mills, Alec,621219,60,5.8,40.0,113.1,88.5,95.1,83.6,418,153,406,22,36.7,5,8.3,5.4
McHugh, Collin,543521,201,14.8,37.8,113.1,87.8,91.8,84.4,465,184,403,60,29.9,14,7.0,4.4
Clippard, Tyler,461325,138,20.6,26.1,113.1,84.4,91.3,78.2,446,185,401,39,28.7,9,6.5,4.1
Smith, Caleb,592761,340,21.5,35.6,113.1,87.9,93.0,81.3,471,214,406,127,37.4,38,11.2,6.9
Minor, Mike,501985,525,16.3,31.8,113.1,86.2,89.7,84.2,474,173,404,154,29.4,35,6.7,4.5
Suero, Wander,593833,168,10.6,35.7,113.1,88.9,92.4,86.7,419,171,402,58,34.5,11,6.5,4.1
Bradford, Chasen,607473,54,9.0,20.4,113.1,89.0,94.4,87.4,440,136,396,20,37.0,5,9.3,7.2
Duffy, Danny,518633,340,15.0,32.9,113.1,88.3,92.4,85.4,466,184,415,120,35.3,24,7.1,4.9
Gomez, Jeanmar,491646,56,7.1,35.7,113.1,90.4,93.9,90.5,424,131,420,19,33.9,3,5.4,4.1
Pruitt, Austin,643493,127,4.8,35.4,113.1,87.0,93.6,82.9,425,158,403,45,35.4,11,8.7,6.3
Lucchesi, Joey,664192,425,10.2,30.8,113.0,87.6,92.4,84.9,433,162,399,157,36.9,29,6.8,4.7
Paddack, Chris,663978,357,14.7,32.2,113.0,86.8,91.8,83.2,439,174,399,112,31.4,25,7.0,4.7
Gearrin, Cory,518715,147,7.9,38.8,113.0,88.5,90.5,87.3,414,164,392,52,35.9,8,5.4,3.7
Tanaka, Masahiro,547888,521,10.6,33.2,113.0,88.8,93.6,86.1,455,159,405,194,37.4,31,6.0,4.4
Urena, Jose,570632,257,8.1,33.1,113.0,90.4,94.6,87.8,418,157,382,100,38.9,20,7.8,6.0
Cishek, Steve,518553,160,11.2,29.4,113.0,84.2,89.4,81.0,445,157,409,41,25.6,9,5.6,3.6
Andriese, Matt,542882,172,8.1,33.7,113.0,87.9,92.7,84.4,459,160,404,55,32.0,11,6.4,4.1
Gibson, Kyle,502043,448,6.7,31.7,113.0,87.7,92.7,85.2,465,144,403,167,37.4,33,7.4,5.1
Brennan, Brandon,592165,110,4.9,30.9,113.0,87.3,93.6,83.4,440,142,391,34,31.8,8,7.3,4.7
Parsons, Wes,641149,80,9.4,35.0,112.9,89.9,91.9,88.7,452,175,426,34,42.5,7,8.8,5.9
Peters, Dillon,596071,181,12.6,39.2,112.9,88.1,93.5,82.5,443,186,396,68,37.6,15,8.3,6.0
Bard, Luke,572703,120,18.4,33.3,112.9,86.8,89.6,86.5,425,184,400,34,29.1,8,6.7,4.9
Reid-Foley, Sean,656887,99,12.3,36.4,112.9,89.1,91.3,88.1,434,191,394,36,36.7,7,7.1,4.7
Gonzales, Marco,594835,577,14.7,33.1,112.9,88.2,92.9,84.4,447,175,396,198,35.7,31,5.4,4.1
Mikolas, Miles,571945,516,9.7,34.3,112.9,87.9,92.2,85.3,429,160,397,178,35.8,33,6.4,4.8
Barria, Jaime,642545,219,17.9,40.6,112.9,89.0,93.4,84.4,462,204,405,90,41.1,24,11.0,7.8
Bird, Kyle,613317,38,13.9,31.6,112.9,88.9,90.8,87.0,422,211,412,11,30.6,5,13.2,7.7
