player_id,currentElo
571578,1083.945341460526
592351,944.5192066941551
543734,992.7501007171629
407822,1042.296306490793
623184,1091.1271392561932
673633,1091.1529954104215
605177,999.8424538573333
605151,990.8176063114157
445197,960.5930143258719
493603,1089.381104819195
477569,991.7030931607429
527054,1035.6432240787206
605400,1140.5378962279847
571521,987.5893094107308
595465,1016.1305867434141
571948,933.263247618848
472610,940.5779162393525
605388,994.9007190186694
493247,976.8100840018066
518693,998.9837328298569
591693,1063.0656957609074
527055,1064.997058735203
593576,994.7471946116405
605164,853.819078359105
543606,969.4888183467554
435043,1013.7441191113966
503285,1012.9568535522218
592665,982.6837494955388
542960,955.9949010620969
571710,1067.8297626590665
657610,873.9875321369011
407845,1014.769846651472
542947,1061.2583977706986
518633,976.1104957140792
448306,935.9249820377438
430641,873.1393929311114
641745,1071.6777600263194
518748,920.2331542131882
657612,984.685384362086
572143,864.2189879905367
543169,1012.9903467926679
500872,994.1992273732666
501593,1028.3806859717217
543506,894.7446815598718
516969,1052.7733313882445
573668,1016.8288575031083
607481,997.9761211396706
477132,1039.1782898401802
621389,970.7981513470816
592612,938.6488802963851
608638,977.9375655477536
518715,1009.2715614689585
451661,1061.2408587867221
453265,1062.9470725404624
571561,985.2125565197692
519326,963.9657923708387
570632,1033.2016650919431
452657,1062.4538755790275
518553,1066.5331811287965
622217,993.2337965709428
594027,896.3367590567873
488846,890.005481519349
608716,964.4841451442899
467008,1108.2035351411005
547749,893.9674875852552
458677,1055.463869373448
543557,1017.0051973544777
592789,1097.3755243085968
593372,1074.8349787771187
621199,962.0109944284426
446399,903.0408787389377
594577,967.9301928542784
607229,961.4313168200437
663855,1023.0786457129024
461872,975.4916516384857
592815,1005.2723797416221
544727,1041.0208344492517
608665,901.1507746032518
572070,985.6436985986421
488748,1063.4512870580165
502028,1014.0436811422295
433589,1076.0193934192357
592135,1021.0903740555628
501625,1105.989211616384
641871,1054.6152291146298
595014,1163.3639750632938
462382,965.1869129079076
598287,959.4806780162854
501822,950.8715849059597
453385,861.6771900616283
502624,1012.3368982183833
623352,1120.2112599876875
489446,1104.6926082992295
657681,998.2396484351241
458006,885.700485093807
489334,1054.282822844635
608349,1080.626283596675
543272,1043.8179902236338
502026,1090.2317099839627
643256,994.5357698849808
606930,955.4907588408529
433587,865.8562896181488
446372,1057.5972623127984
656186,993.7967814193685
519240,949.8813156274601
543883,957.8478957803914
504379,932.9078522573202
621242,1089.7847720434008
502042,1001.0599365789407
519242,1180.066208131436
643493,970.9270716360894
598264,1059.4643962024802
523260,1052.3782666790626
605476,1000.8545317117387
517008,1075.09479378094
430935,1045.5447514231582
434378,1109.3876554023623
600917,1161.559588332189
455119,1026.155921071122
606965,987.8002386181428
