last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Gonzalez, Carlos,471865,2019,166,95,.200,.204,-.004,.283,.318,-.035,.256,.273,-.017
Iannetta, Chris,455104,2019,164,91,.222,.228,-.006,.417,.411,.006,.307,.315,-.008
Rickard, Joey,572073,2019,164,105,.215,.205,.010,.361,.304,.057,.294,.274,.020
Haseley, Adam,656514,2019,163,109,.253,.214,.039,.380,.304,.076,.300,.260,.040
Owings, Chris,572008,2019,163,87,.126,.171,-.045,.212,.273,-.061,.182,.227,-.045
Urias, Luis,649966,2019,163,104,.181,.218,-.037,.268,.322,-.054,.268,.304,-.036
Bour, Justin,571506,2019,162,97,.181,.192,-.011,.382,.367,.015,.279,.285,-.006
Pina, Manny,444489,2019,162,100,.233,.230,.003,.425,.409,.016,.314,.310,.004
Reynolds, Mark,448602,2019,162,81,.170,.162,.008,.311,.284,.027,.270,.268,.002
Freeman, Mike,502273,2019,161,99,.290,.226,.064,.435,.317,.118,.351,.295,.056
Rondon, Jose,602922,2019,157,106,.196,.218,-.022,.280,.312,-.032,.243,.267,-.024
Tilson, Charlie,605508,2019,157,106,.229,.226,.003,.285,.296,-.011,.257,.263,-.006
France, Ty,664034,2019,157,109,.226,.219,.007,.384,.375,.009,.283,.281,.002
Smith, Kevan,607345,2019,156,111,.217,.259,-.042,.326,.385,-.059,.279,.321,-.042
Starling, Bubba,605490,2019,155,98,.205,.209,-.004,.295,.290,.005,.238,.239,-.001
Plawecki, Kevin,608700,2019,154,113,.214,.224,-.010,.336,.358,-.022,.270,.288,-.018
Austin, Tyler,592122,2019,154,74,.187,.198,-.011,.403,.437,-.034,.301,.322,-.021
Bichette, Bo,666182,2019,152,107,.326,.297,.029,.597,.512,.085,.401,.361,.040
Astudillo, Willians,553902,2019,151,138,.264,.292,-.028,.379,.441,-.062,.286,.333,-.047
Slater, Austin,596103,2019,150,84,.278,.254,.024,.516,.469,.047,.385,.366,.019
Stassi, Max,545358,2019,147,85,.136,.178,-.042,.167,.259,-.092,.178,.236,-.058
Puello, Cesar,527049,2019,147,88,.248,.245,.003,.384,.381,.003,.328,.328,.000
Harrison, Josh,543281,2019,146,112,.176,.234,-.058,.265,.375,-.110,.212,.282,-.070
Goins, Ryan,572365,2019,145,89,.268,.219,.049,.378,.309,.069,.321,.278,.043
Williamson, Mac,607776,2019,144,84,.156,.196,-.040,.258,.286,-.028,.232,.262,-.030
Gallagher, Cam,595956,2019,142,100,.238,.212,.026,.365,.290,.075,.297,.263,.034
Zimmerman, Ryan,475582,2019,142,101,.252,.228,.024,.417,.395,.022,.315,.307,.008
O'Neill, Tyler,641933,2019,142,85,.269,.222,.047,.418,.375,.043,.313,.278,.035
Riddle, JT,595375,2019,139,90,.189,.190,-.001,.371,.353,.018,.253,.249,.004
Gennett, Scooter,571697,2019,139,94,.226,.194,.032,.323,.280,.043,.243,.221,.022
Herrera, Odubel,546318,2019,139,94,.222,.226,-.004,.341,.325,.016,.275,.274,.001
Culberson, Charlie,518586,2019,138,89,.264,.235,.029,.426,.363,.063,.308,.276,.032
Smith, Will,669257,2019,138,84,.273,.233,.040,.661,.483,.178,.409,.341,.068
Cervelli, Francisco,465041,2019,137,89,.223,.213,.010,.322,.327,-.005,.282,.282,.000
Difo, Wilmer,594694,2019,134,95,.231,.225,.006,.298,.290,.008,.259,.257,.002
Fisher, Derek,605233,2019,134,78,.203,.243,-.040,.407,.405,.002,.305,.325,-.020
Ford, Mike,645801,2019,133,96,.231,.279,-.048,.521,.469,.052,.351,.357,-.006
Aquino, Aristides,606157,2019,132,87,.308,.259,.049,.725,.547,.178,.445,.367,.078
Brosseau, Michael,670712,2019,132,92,.282,.210,.072,.484,.347,.137,.342,.262,.080
Tucker, Cole,657061,2019,129,84,.197,.235,-.038,.316,.351,-.035,.253,.287,-.034
Travis, Sam,607752,2019,128,90,.239,.248,-.009,.427,.408,.019,.303,.306,-.003
Knapp, Andrew,595284,2019,126,67,.190,.197,-.007,.257,.293,-.036,.265,.282,-.017
Thaiss, Matt,642136,2019,123,73,.191,.190,.001,.400,.303,.097,.291,.262,.029
Lowe, Nate,663993,2019,123,77,.294,.283,.011,.523,.518,.005,.376,.373,.003
Miller, Brad,543543,2019,123,76,.231,.213,.018,.463,.410,.053,.337,.315,.022
Nido, Tomas,621512,2019,123,88,.205,.214,-.009,.325,.334,-.009,.239,.252,-.013
Quinn, Roman,596451,2019,122,75,.213,.237,-.024,.370,.346,.024,.292,.294,-.002
Demeritte, Travis,641513,2019,122,70,.239,.267,-.028,.367,.406,-.039,.296,.328,-.032
Duffy, Matt,622110,2019,121,89,.213,.263,-.050,.259,.338,-.079,.255,.305,-.050
Maile, Luke,571912,2019,120,84,.153,.217,-.064,.243,.334,-.091,.198,.261,-.063
Arteaga, Humberto,600858,2019,119,88,.183,.216,-.033,.211,.278,-.067,.206,.247,-.041
Duda, Lucas,446263,2019,119,75,.171,.220,-.049,.324,.440,-.116,.248,.314,-.066
Herrera, Rosell,594011,2019,119,79,.200,.207,-.007,.314,.282,.032,.266,.259,.007
Dean, Austin,621573,2019,117,81,.195,.223,-.028,.327,.327,.000,.225,.242,-.017
Holaday, Bryan,592407,2019,111,82,.276,.229,.047,.418,.324,.094,.324,.270,.054
Peterson, Jace,607054,2019,108,77,.220,.240,-.020,.330,.359,-.029,.260,.282,-.022
Williams, Nick,608384,2019,108,62,.157,.224,-.067,.255,.367,-.112,.203,.274,-.071
Rodriguez, Sean,446481,2019,108,60,.222,.182,.040,.400,.312,.088,.316,.278,.038
Diaz, Isan,656371,2019,107,63,.143,.152,-.009,.231,.231,.000,.231,.238,-.007
Cozart, Zack,446359,2019,107,84,.124,.208,-.084,.144,.274,-.130,.151,.249,-.098
Zobrist, Ben,450314,2019,103,75,.244,.271,-.027,.256,.355,-.099,.282,.327,-.045
Straw, Myles,664702,2019,103,65,.233,.249,-.016,.291,.318,-.027,.297,.314,-.017
Viloria, Meibrys,650619,2019,102,67,.234,.172,.062,.319,.222,.097,.265,.212,.053
Garneau, Dustin,572863,2019,101,64,.244,.215,.029,.407,.340,.067,.333,.303,.030
Swihart, Blake,596119,2019,99,56,.163,.189,-.026,.304,.294,.010,.230,.241,-.011
Gomez, Carlos,460576,2019,99,59,.198,.200,-.002,.337,.339,-.002,.271,.275,-.004
Pearce, Steve,456665,2019,99,59,.180,.189,-.009,.258,.309,-.051,.226,.252,-.026
Gonzalez, Erik,570481,2019,99,67,.213,.173,.040,.258,.219,.039,.224,.192,.032
Happ, Ian,664023,2019,99,63,.218,.237,-.019,.448,.430,.018,.326,.332,-.006
Rogers, Jake,668670,2019,98,45,.107,.115,-.008,.262,.215,.047,.219,.209,.010
Schebler, Scott,594988,2019,95,54,.123,.145,-.022,.222,.233,-.011,.225,.241,-.016
Hernandez, Marco,593523,2019,95,71,.303,.253,.050,.427,.305,.122,.332,.269,.063
Grisham, Trent,663757,2019,94,58,.229,.231,-.002,.410,.388,.022,.303,.300,.003
Reyes, Pablo,622569,2019,93,63,.186,.199,-.013,.291,.298,-.007,.238,.248,-.010
Herrmann, Chris,543302,2019,92,55,.195,.229,-.034,.268,.351,-.083,.246,.293,-.047
Duvall, Adam,594807,2019,90,55,.241,.180,.061,.494,.428,.066,.328,.283,.045
Tovar, Wilfredo,541600,2019,88,68,.193,.235,-.042,.253,.293,-.040,.219,.257,-.038
Lopes, Tim,621005,2019,87,56,.284,.227,.057,.378,.309,.069,.336,.295,.041
Stewart, DJ,621466,2019,85,59,.228,.208,.020,.278,.306,-.028,.246,.248,-.002
Taylor, Michael A.,572191,2019,85,46,.211,.187,.024,.276,.318,-.042,.249,.254,-.005
Gyorko, Jedd,576397,2019,84,55,.197,.215,-.018,.289,.347,-.058,.253,.284,-.031
Daza, Yonathan,602074,2019,81,61,.208,.193,.015,.234,.245,-.011,.215,.215,.000
Rodgers, Brendan,663898,2019,81,49,.224,.155,.069,.250,.221,.029,.235,.195,.040
Long, Shed,643418,2019,80,50,.229,.168,.061,.371,.246,.125,.307,.243,.064
Federowicz, Tim,543148,2019,79,46,.169,.241,-.072,.366,.426,-.060,.252,.309,-.057
Gutierrez, Kelvin,642721,2019,79,50,.260,.201,.059,.356,.283,.073,.286,.244,.042
Solarte, Yangervis,500208,2019,78,58,.205,.241,-.036,.315,.318,-.003,.238,.257,-.019
Wade, Tyler,642180,2019,77,45,.227,.212,.015,.288,.258,.030,.278,.263,.015
Mullins, Cedric,656775,2019,74,53,.094,.160,-.066,.156,.232,-.076,.160,.221,-.061
Negron, Kristopher,502117,2019,74,44,.246,.196,.050,.348,.297,.051,.277,.235,.042
Hundley, Nick,460026,2019,73,52,.200,.190,.010,.357,.290,.067,.251,.226,.025
Saladino, Tyler,573135,2019,71,39,.123,.171,-.048,.215,.292,-.077,.189,.239,-.050
Strasburg, Stephen,544931,2019,70,47,.175,.208,-.033,.238,.300,-.062,.200,.241,-.041
Murphy, John Ryan,571974,2019,69,35,.177,.210,-.033,.419,.392,.027,.284,.293,-.009
Bumgarner, Madison,518516,2019,68,24,.123,.116,.007,.175,.206,-.031,.196,.205,-.009
Delmonico, Nicky,547170,2019,68,38,.206,.207,-.001,.286,.317,-.031,.245,.261,-.016
Garcia, Robel,596825,2019,67,35,.210,.187,.023,.500,.422,.078,.309,.283,.026
Sucre, Jesus,491696,2019,67,49,.210,.208,.002,.242,.289,-.047,.232,.249,-.017
Skole, Matt,605474,2019,67,37,.217,.190,.027,.250,.230,.020,.242,.226,.016
Rivera, Yadiel,592680,2019,66,40,.183,.164,.019,.217,.218,-.001,.219,.215,.004
Altherr, Aaron,571437,2019,66,37,.082,.164,-.082,.164,.271,-.107,.136,.213,-.077
Cron, Kevin,605196,2019,65,33,.203,.225,-.022,.525,.505,.020,.323,.345,-.022
Rojas, Josh,668942,2019,64,43,.271,.247,.024,.424,.431,-.007,.324,.320,.004
Corbin, Patrick,571578,2019,63,35,.071,.086,-.015,.089,.114,-.025,.101,.117,-.016
Nola, Aaron,605400,2019,63,27,.115,.115,.000,.154,.141,.013,.174,.169,.005
Kemp, Matt,461314,2019,62,42,.200,.170,.030,.283,.274,.009,.210,.195,.015
Syndergaard, Noah,592789,2019,61,16,.105,.096,.009,.228,.216,.012,.165,.158,.007
Ortega, Rafael,542364,2019,61,45,.232,.251,-.019,.321,.389,-.068,.273,.307,-.034
Estrada, Thairo,642731,2019,61,44,.246,.255,-.009,.456,.410,.046,.313,.305,.008
Ryu, Hyun-Jin,547943,2019,60,36,.136,.143,-.007,.159,.200,-.041,.174,.191,-.017
Palka, Daniel,594953,2019,60,31,.019,.086,-.067,.019,.108,-.089,.096,.155,-.059
deGrom, Jacob,594798,2019,60,40,.218,.209,.009,.364,.289,.075,.275,.246,.029
Buehler, Walker,621111,2019,60,27,.094,.119,-.025,.151,.190,-.039,.145,.173,-.028
Solak, Nick,669256,2019,59,35,.320,.255,.065,.480,.360,.120,.388,.324,.064
Valaika, Pat,642162,2019,59,28,.132,.118,.014,.208,.219,-.011,.199,.200,-.001
Gray, Jon,592351,2019,59,34,.064,.103,-.039,.064,.115,-.051,.094,.130,-.036
Castillo, Luis,622491,2019,58,31,.111,.135,-.024,.130,.161,-.031,.104,.126,-.022
Maeda, Kenta,628317,2019,58,45,.255,.227,.028,.298,.254,.044,.239,.209,.030
Allen, Austin,664119,2019,58,37,.231,.171,.060,.308,.231,.077,.255,.201,.054
Gore, Terrance,605253,2019,58,33,.275,.256,.019,.353,.288,.065,.319,.291,.028
Marquez, German,608566,2019,58,44,.229,.200,.029,.354,.263,.091,.245,.195,.050
Trevino, Jose,624431,2019,58,40,.232,.195,.037,.411,.292,.119,.276,.217,.059
Shuck, JB,543776,2019,57,38,.213,.246,-.033,.255,.297,-.042,.280,.309,-.029
Arroyo, Christian,624414,2019,57,33,.220,.226,-.006,.380,.356,.024,.299,.296,.003
Fried, Max,608331,2019,57,41,.224,.225,-.001,.306,.310,-.004,.261,.267,-.006
Quintana, Jose,500779,2019,57,32,.083,.104,-.021,.104,.123,-.019,.080,.095,-.015
Ramirez, Hanley,434670,2019,57,32,.184,.206,-.022,.327,.349,-.022,.281,.301,-.020
Guillorme, Luis,641645,2019,57,38,.224,.216,.008,.367,.373,-.006,.304,.308,-.004
McGuire, Reese,624512,2019,56,43,.278,.286,-.008,.537,.412,.125,.346,.308,.038
Kershaw, Clayton,477132,2019,56,43,.116,.131,-.015,.140,.153,-.013,.123,.137,-.014
Greinke, Zack,425844,2019,56,42,.280,.262,.018,.580,.441,.139,.367,.312,.055
Soroka, Mike,647336,2019,55,33,.087,.151,-.064,.087,.168,-.081,.115,.171,-.056
Musgrove, Joe,605397,2019,55,35,.130,.158,-.028,.152,.237,-.085,.146,.191,-.045
Teheran, Julio,527054,2019,55,34,.120,.141,-.021,.140,.177,-.037,.110,.133,-.023
Gray, Sonny,543243,2019,55,36,.146,.101,.045,.195,.112,.083,.170,.126,.044
Mikolas, Miles,571945,2019,54,31,.137,.140,-.003,.157,.166,-.009,.127,.134,-.007
Galloway, Isaac,543194,2019,54,37,.167,.204,-.037,.185,.325,-.140,.153,.224,-.071
Wheeler, Zack,554430,2019,54,33,.229,.164,.065,.333,.234,.099,.275,.212,.063
Wallach, Chad,595453,2019,54,36,.250,.267,-.017,.375,.535,-.160,.312,.378,-.066
Mayfield, Jack,608686,2019,54,40,.132,.143,-.011,.283,.226,.057,.180,.166,.014
Darvish, Yu,506433,2019,53,26,.106,.123,-.017,.106,.170,-.064,.115,.153,-.038
Garlick, Kyle,664247,2019,53,29,.250,.215,.035,.521,.476,.045,.347,.319,.028
Hendricks, Kyle,543294,2019,53,26,.178,.138,.040,.200,.165,.035,.197,.169,.028
Kratz, Erik,456124,2019,53,35,.102,.146,-.044,.204,.192,.012,.170,.188,-.018
Heineman, Scott,595981,2019,52,33,.191,.194,-.003,.340,.249,.091,.268,.241,.027
Scherzer, Max,453286,2019,52,29,.170,.166,.004,.170,.201,-.031,.149,.159,-.010
Flaherty, Jack,656427,2019,52,37,.163,.200,-.037,.233,.255,-.022,.187,.215,-.028
Davis, Jonathan,641505,2019,52,37,.140,.240,-.100,.200,.392,-.192,.166,.287,-.121
Kelly, Merrill,518876,2019,51,30,.023,.090,-.067,.023,.104,-.081,.049,.113,-.064
Matz, Steven,571927,2019,51,36,.250,.263,-.013,.313,.379,-.066,.242,.276,-.034
Arrieta, Jake,453562,2019,50,30,.156,.201,-.045,.178,.233,-.055,.156,.200,-.044
Alcantara, Sandy,645261,2019,50,14,.109,.072,.037,.130,.102,.028,.128,.100,.028
Gosselin, Phil,594838,2019,50,39,.245,.287,-.042,.306,.459,-.153,.245,.325,-.080
Ray, Robbie,592662,2019,50,29,.065,.099,-.034,.065,.116,-.051,.057,.088,-.031
Knizner, Andrew,668800,2019,50,34,.196,.163,.033,.370,.281,.089,.272,.229,.043
Reed, AJ,607223,2019,49,24,.136,.126,.010,.205,.251,-.046,.186,.204,-.018
Bradley, Bobby,656252,2019,49,25,.178,.185,-.007,.356,.310,.046,.259,.250,.009
Sanchez, Anibal,434671,2019,49,29,.111,.143,-.032,.111,.162,-.051,.097,.134,-.037
Samardzija, Jeff,502188,2019,49,21,.114,.092,.022,.159,.104,.055,.116,.085,.031
Andujar, Miguel,609280,2019,49,37,.128,.165,-.037,.128,.236,-.108,.121,.191,-.070
Hudson, Dakota,641712,2019,49,28,.048,.096,-.048,.048,.112,-.064,.057,.104,-.047
Woodruff, Brandon,605540,2019,49,28,.267,.238,.029,.356,.312,.044,.275,.244,.031
Stamets, Eric,608715,2019,48,19,.049,.098,-.049,.073,.164,-.091,.118,.184,-.066
DeSclafani, Anthony,543101,2019,48,27,.130,.117,.013,.130,.139,-.009,.114,.110,.004
Hanson, Alen,593700,2019,48,27,.163,.170,-.007,.163,.193,-.030,.175,.190,-.015
Wainwright, Adam,425794,2019,48,30,.125,.151,-.026,.150,.195,-.045,.142,.178,-.036
Lucchesi, Joey,664192,2019,48,16,.071,.061,.010,.071,.069,.002,.077,.068,.009
Barreto, Franklin,620439,2019,48,29,.106,.147,-.041,.255,.278,-.023,.160,.190,-.030
Wynns, Austin,642851,2019,47,37,.233,.209,.024,.256,.262,-.006,.243,.236,.007
Peterson, Dustin,640460,2019,47,30,.227,.178,.049,.318,.239,.079,.261,.212,.049
Davies, Zach,605200,2019,47,23,.133,.131,.002,.178,.160,.018,.145,.139,.006
Wilson, Bobby,435064,2019,47,34,.091,.118,-.027,.114,.149,-.035,.114,.139,-.025
O'Brien, Peter,598284,2019,47,23,.167,.169,-.002,.262,.290,-.028,.236,.248,-.012
Bourjos, Peter,488721,2019,46,30,.091,.130,-.039,.114,.184,-.070,.099,.161,-.062
Castro, Willi,650489,2019,46,27,.186,.149,.037,.233,.234,-.001,.198,.184,.014
Perez, Michael,605421,2019,46,24,.256,.192,.064,.385,.323,.062,.335,.291,.044
Lester, Jon,452657,2019,45,25,.171,.147,.024,.268,.213,.055,.230,.205,.025
Phillips, Brett,621433,2019,45,29,.194,.162,.032,.333,.221,.112,.291,.253,.038
Joseph, Corban,543377,2019,45,37,.190,.224,-.034,.310,.308,.002,.227,.245,-.018
Thomas, Lane,657041,2019,44,30,.316,.281,.035,.684,.484,.200,.451,.375,.076
Urena, Richard,620446,2019,44,30,.244,.193,.051,.317,.282,.035,.250,.216,.034
Brito, Socrates,593647,2019,43,22,.077,.178,-.101,.128,.249,-.121,.141,.222,-.081
Kieboom, Carter,666198,2019,43,23,.128,.212,-.084,.282,.376,-.094,.207,.281,-.074
Rios, Edwin,621458,2019,43,22,.286,.257,.029,.571,.553,.018,.417,.406,.011
Lauer, Eric,641778,2019,42,19,.088,.110,-.022,.147,.179,-.032,.115,.140,-.025
Paddack, Chris,663978,2019,42,25,.105,.118,-.013,.105,.138,-.033,.092,.111,-.019
Walsh, Jared,665120,2019,41,22,.231,.212,.019,.282,.355,-.073,.232,.254,-.022
Vargas, Jason,450306,2019,41,20,.081,.110,-.029,.081,.127,-.046,.071,.105,-.034
Archer, Chris,502042,2019,41,19,.114,.090,.024,.114,.103,.011,.147,.130,.017
Bird, Greg,595885,2019,41,19,.171,.192,-.021,.257,.333,-.076,.256,.290,-.034
Toro, Abraham,647351,2019,41,29,.222,.167,.055,.444,.347,.097,.326,.276,.050
Eflin, Zach,621107,2019,41,20,.200,.188,.012,.225,.216,.009,.184,.176,.008
Brault, Steven,643230,2019,40,32,.303,.278,.025,.424,.398,.026,.321,.302,.019
Higashioka, Kyle,543309,2019,40,22,.256,.207,.049,.590,.428,.162,.339,.277,.062
Smith, Caleb,592761,2019,40,27,.243,.181,.062,.297,.237,.060,.232,.183,.049
Martin, Jason,641829,2019,40,26,.250,.281,-.031,.306,.449,-.143,.284,.349,-.065
Zagunis, Mark,657145,2019,40,20,.250,.219,.031,.333,.304,.029,.293,.276,.017
Hamels, Cole,430935,2019,40,26,.111,.206,-.095,.139,.275,-.136,.135,.226,-.091
Senzatela, Antonio,622608,2019,39,18,.000,.040,-.040,.000,.050,-.050,.020,.057,-.037
Lyles, Jordan,543475,2019,39,16,.083,.086,-.003,.083,.094,-.011,.106,.110,-.004
Williams, Trevor,592866,2019,38,21,.167,.147,.020,.167,.169,-.002,.180,.172,.008
Stanton, Giancarlo,519317,2019,38,18,.290,.243,.047,.419,.426,-.007,.373,.358,.015
Collins, Zack,641470,2019,38,16,.129,.165,-.036,.290,.333,-.043,.267,.297,-.030
Valera, Breyvic,591971,2019,37,27,.219,.218,.001,.313,.302,.011,.288,.291,-.003
Anderson, Chase,502624,2019,37,14,.030,.053,-.023,.030,.069,-.039,.064,.089,-.025
Wacha, Michael,608379,2019,36,18,.182,.106,.076,.212,.117,.095,.170,.097,.073
Chang, Yu,644374,2019,36,22,.226,.230,-.004,.290,.416,-.126,.285,.330,-.045
Bishop, Braden,623323,2019,36,22,.114,.199,-.085,.114,.218,-.104,.116,.198,-.082
Beede, Tyler,595881,2019,36,14,.129,.099,.030,.129,.110,.019,.164,.143,.021
Mahle, Tyler,641816,2019,36,18,.097,.069,.028,.129,.094,.035,.115,.089,.026
Moroff, Max,621559,2019,35,17,.125,.174,-.049,.250,.257,-.007,.187,.215,-.028
Roark, Tanner,543699,2019,34,21,.152,.188,-.036,.273,.290,-.017,.177,.203,-.026
Richards, Trevor,670950,2019,34,14,.100,.077,.023,.100,.084,.016,.125,.109,.016
Joseph, Caleb,543376,2019,33,23,.167,.239,-.072,.233,.344,-.111,.203,.279,-.076
Fraley, Jake,641584,2019,33,22,.156,.143,.013,.219,.203,.016,.176,.166,.010
Dini, Nick,664926,2019,32,19,.148,.168,-.020,.296,.251,.045,.251,.246,.005
Martini, Nick,605361,2019,32,19,.233,.271,-.038,.367,.359,.008,.281,.299,-.018
Keuchel, Dallas,572971,2019,31,9,.138,.081,.057,.172,.092,.080,.152,.095,.057
Spangenberg, Cory,605486,2019,31,22,.258,.276,-.018,.323,.359,-.036,.249,.276,-.027
Brown, Seth,664913,2019,31,24,.448,.305,.143,.690,.399,.291,.491,.325,.166
Velasquez, Vince,592826,2019,31,22,.240,.214,.026,.360,.262,.098,.287,.244,.043
Freeland, Kyle,607536,2019,30,12,.087,.108,-.021,.087,.118,-.031,.147,.168,-.021
Bemboom, Anthony,621532,2019,30,18,.167,.173,-.006,.300,.287,.013,.195,.193,.002
Sanchez, Adrian,506703,2019,30,20,.241,.195,.046,.241,.224,.017,.227,.198,.029
Taylor, Beau,607333,2019,29,17,.167,.265,-.098,.417,.528,-.111,.318,.396,-.078
Lopez, Pablo,641154,2019,28,13,.185,.180,.005,.222,.225,-.003,.175,.174,.001
Foltynewicz, Mike,592314,2019,28,14,.040,.118,-.078,.040,.129,-.089,.035,.107,-.072
Anderson, Shaun,641312,2019,28,8,.080,.065,.015,.120,.141,-.021,.109,.113,-.004
Stevenson, Andrew,664057,2019,28,15,.364,.292,.072,.409,.443,-.034,.412,.397,.015
Lambert, Peter,663567,2019,28,16,.320,.228,.092,.320,.260,.060,.310,.246,.064
Wisdom, Patrick,621550,2019,28,12,.154,.141,.013,.192,.237,-.045,.169,.179,-.010
Nunez, Dom,624513,2019,27,16,.167,.146,.021,.375,.305,.070,.249,.226,.023
Stubbs, Garrett,596117,2019,27,20,.160,.199,-.039,.200,.267,-.067,.194,.237,-.043
Gausman, Kevin,592332,2019,27,9,.037,.060,-.023,.037,.065,-.028,.032,.052,-.020
Quantrill, Cal,615698,2019,27,20,.087,.107,-.020,.087,.116,-.029,.102,.120,-.018
Rodriguez, Dereck,605446,2019,27,12,.185,.133,.052,.185,.157,.028,.162,.128,.034
Strahm, Matt,621381,2019,27,13,.286,.245,.041,.381,.314,.067,.320,.285,.035
Pivetta, Nick,601713,2019,26,7,.080,.052,.028,.080,.057,.023,.070,.048,.022
Chacin, Jhoulys,468504,2019,25,14,.125,.110,.015,.250,.167,.083,.177,.142,.035
Mahtook, Mikie,543484,2019,25,12,.000,.104,-.104,.000,.271,-.271,.055,.201,-.146
Ravelo, Rangel,592660,2019,24,14,.217,.234,-.017,.304,.312,-.008,.241,.257,-.016
Court, Ryan,606956,2019,23,13,.227,.267,-.040,.409,.413,-.004,.284,.305,-.021
Hilliard, Sam,656541,2019,23,15,.250,.221,.029,.650,.407,.243,.408,.323,.085
Clarke, Taylor,664199,2019,23,14,.273,.175,.098,.409,.229,.180,.289,.176,.113
Yamamoto, Jordan,657141,2019,23,16,.053,.129,-.076,.053,.139,-.086,.046,.116,-.070
Stripling, Ross,548389,2019,23,15,.158,.189,-.031,.158,.205,-.047,.191,.221,-.030
Godley, Zack,643327,2019,23,10,.158,.103,.055,.158,.128,.030,.213,.180,.033
Gonzalez, Gio,461829,2019,22,7,.000,.022,-.022,.000,.025,-.025,.035,.057,-.022
Urena, Jose,570632,2019,22,7,.000,.032,-.032,.000,.032,-.032,.035,.057,-.022
Houser, Adrian,605288,2019,22,7,.053,.092,-.039,.105,.125,-.020,.096,.123,-.027
Butera, Drew,460077,2019,22,16,.200,.291,-.091,.300,.349,-.049,.234,.299,-.065
Lin, Tzu-Wei,624407,2019,22,14,.200,.100,.100,.300,.145,.155,.255,.163,.092
Garcia, Aramis,605244,2019,22,10,.150,.119,.031,.450,.272,.178,.284,.209,.075
Morrison, Logan,489149,2019,21,16,.263,.281,-.018,.632,.508,.124,.398,.368,.030
Pedroia, Dustin,456030,2019,21,18,.100,.188,-.088,.100,.254,-.154,.116,.217,-.101
Gallen, Zac,668678,2019,21,15,.118,.132,-.014,.118,.151,-.033,.103,.119,-.016
Weaver, Luke,596133,2019,21,10,.105,.113,-.008,.263,.202,.061,.143,.130,.013
Bonifacio, Jorge,593528,2019,21,13,.350,.219,.131,.500,.309,.191,.376,.247,.129
Fedde, Erick,607200,2019,20,14,.133,.167,-.034,.133,.203,-.070,.117,.164,-.047
Cordero, Franchy,614173,2019,20,9,.333,.224,.109,.400,.327,.073,.375,.327,.048
Davis, Taylor,543089,2019,20,14,.167,.266,-.099,.333,.450,-.117,.256,.341,-.085
Elmore, Jake,518653,2019,20,17,.050,.230,-.180,.050,.330,-.280,.044,.240,-.196
Pomeranz, Drew,519141,2019,20,7,.000,.047,-.047,.000,.056,-.056,.000,.046,-.046
Chatwood, Tyler,543022,2019,20,13,.176,.154,.022,.294,.216,.078,.224,.190,.034
Hernandez, Elieser,622694,2019,20,10,.059,.050,.009,.059,.059,.000,.087,.085,.002
Fuentes, Josh,658069,2019,19,11,.105,.095,.010,.105,.128,-.023,.092,.095,-.003
Lorenzen, Michael,547179,2019,19,11,.353,.253,.100,.588,.424,.164,.427,.332,.095
Lavarnway, Ryan,543432,2019,19,13,.278,.205,.073,.722,.469,.253,.422,.300,.122
Eickhoff, Jerad,595191,2019,19,11,.000,.051,-.051,.000,.062,-.062,.046,.091,-.045
Urias, Julio,628711,2019,18,13,.250,.120,.130,.250,.138,.112,.255,.158,.097
Dubon, Mauricio,643289,2019,18,16,.222,.219,.003,.444,.351,.093,.277,.245,.032
Young, Alex,622065,2019,18,5,.056,.022,.034,.056,.022,.034,.049,.019,.030
O'Grady, Brian,657434,2019,17,11,.188,.188,.000,.313,.324,-.011,.235,.244,-.009
Davis, Rajai,434658,2019,17,13,.188,.279,-.091,.438,.434,.004,.282,.328,-.046
Hill, Rich,448179,2019,17,9,.133,.098,.035,.133,.110,.023,.153,.129,.024
Graterol, Juan,492802,2019,17,13,.176,.227,-.051,.176,.290,-.114,.154,.224,-.070
Bauer, Trevor,545333,2019,17,6,.133,.100,.033,.133,.110,.023,.153,.130,.023
Margevicius, Nick,676606,2019,17,10,.200,.200,.000,.200,.235,-.035,.175,.190,-.015
Agrazal, Dario,642607,2019,17,10,.000,.124,-.124,.000,.136,-.136,.000,.108,-.108
Ross, Joe,605452,2019,17,8,.125,.077,.048,.125,.090,.035,.144,.111,.033
Lamet, Dinelson,659275,2019,17,9,.067,.100,-.033,.067,.111,-.044,.058,.091,-.033
Green, Zach,608339,2019,16,8,.143,.172,-.029,.214,.215,-.001,.218,.233,-.015
Neuse, Sheldon,641914,2019,16,8,.154,.212,-.058,.231,.260,-.029,.261,.294,-.033
Gerber, Mike,595222,2019,16,6,.067,.145,-.078,.133,.218,-.085,.120,.188,-.068
Gonzalez, Chi Chi,592346,2019,16,5,.000,.051,-.051,.000,.056,-.056,.000,.046,-.046
Hoffman, Jeff,656546,2019,16,9,.200,.141,.059,.200,.153,.047,.175,.129,.046
Joe, Connor,656582,2019,16,10,.067,.194,-.127,.067,.211,-.144,.098,.214,-.116
Stroman, Marcus,573186,2019,15,7,.077,.092,-.015,.077,.098,-.021,.067,.083,-.016
