last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Gale, Rocky,502570,2019,15,8,.133,.160,-.027,.133,.197,-.064,.117,.155,-.038
Parker, Jarrett,592620,2019,15,4,.000,.067,-.067,.000,.101,-.101,.138,.198,-.060
Holland, Derek,502706,2019,15,5,.077,.023,.054,.077,.026,.051,.112,.069,.043
Leake, Mike,502190,2019,15,7,.077,.120,-.043,.077,.134,-.057,.112,.154,-.042
Peralta, Freddy,642547,2019,15,9,.143,.135,.008,.143,.154,-.011,.125,.121,.004
Jackson, Alex,656577,2019,15,8,.000,.101,-.101,.000,.127,-.127,.051,.144,-.093
Schwindel, Frank,643524,2019,15,13,.067,.163,-.096,.067,.229,-.162,.058,.169,-.111
Smyly, Drew,592767,2019,14,7,.000,.042,-.042,.000,.045,-.045,.049,.084,-.035
Tulowitzki, Troy,453064,2019,13,7,.182,.186,-.004,.545,.324,.221,.354,.289,.065
Lux, Gavin,666158,2019,13,10,.231,.281,-.050,.308,.421,-.113,.230,.298,-.068
Noll, Jake,669738,2019,13,8,.167,.156,.011,.250,.182,.068,.215,.191,.024
Hellickson, Jeremy,476451,2019,13,7,.111,.077,.034,.111,.092,.019,.205,.182,.023
Zavala, Seby,664874,2019,12,3,.083,.118,-.035,.083,.131,-.048,.073,.108,-.035
Gonsolin, Tony,664062,2019,12,9,.273,.219,.054,.273,.293,-.020,.239,.221,.018
Ponce de Leon, Daniel,594965,2019,12,7,.000,.045,-.045,.000,.053,-.053,.069,.110,-.041
Wood, Alex,622072,2019,12,7,.222,.161,.061,.222,.196,.026,.194,.159,.035
Velazquez, Andrew,623205,2019,12,6,.083,.119,-.036,.167,.227,-.060,.103,.145,-.042
Taillon, Jameson,592791,2019,11,8,.250,.098,.152,.250,.134,.116,.219,.104,.115
Wade Jr, LaMonte,664774,2019,11,7,.000,.221,-.221,.000,.265,-.265,.254,.389,-.135
Ward, Taylor,621493,2019,11,3,.100,.098,.002,.200,.114,.086,.175,.147,.028
Bettis, Chad,518452,2019,10,6,.000,.025,-.025,.000,.029,-.029,.197,.208,-.011
Toussaint, Touki,657053,2019,10,3,.000,.074,-.074,.000,.276,-.276,.000,.143,-.143
Keller, Brad,641745,2019,10,4,.125,.128,-.003,.125,.143,-.018,.174,.177,-.003
Minor, Mike,501985,2019,10,4,.000,.101,-.101,.000,.126,-.126,.000,.098,-.098
Leyba, Domingo,642736,2019,10,5,.333,.246,.087,.444,.285,.159,.368,.276,.092
May, Dustin,669160,2019,10,6,.100,.094,.006,.100,.104,-.004,.088,.087,.001
Arozarena, Randy,668227,2019,9,7,.333,.227,.106,.444,.336,.108,.332,.241,.091
Rivera, Rene,425784,2019,9,6,.286,.270,.016,.286,.297,-.011,.348,.345,.003
Blandino, Alex,607468,2019,9,4,.000,.062,-.062,.000,.097,-.097,.313,.374,-.061
Tejada, Ruben,514913,2019,9,6,.000,.092,-.092,.000,.104,-.104,.000,.084,-.084
Wilson, Bryse,669060,2019,9,3,.222,.098,.124,.222,.105,.117,.194,.089,.105
Turnbull, Spencer,605513,2019,8,1,.000,.000,.000,.000,.000,.000,.000,.000,.000
Jankowski, Travis,608671,2019,8,5,.143,.217,-.074,.143,.279,-.136,.196,.277,-.081
Kingham, Nick,592468,2019,8,2,.000,.014,-.014,.000,.014,-.014,.173,.179,-.006
German, Domingo,593334,2019,8,1,.000,.018,-.018,.000,.021,-.021,.000,.018,-.018
Anderson, Tyler,542881,2019,8,4,.143,.177,-.034,.143,.188,-.045,.125,.159,-.034
McBroom, Ryan,643436,2019,8,6,.429,.448,-.019,.429,.503,-.074,.414,.449,-.035
Burnes, Corbin,669203,2019,8,6,.286,.270,.016,.286,.296,-.010,.250,.245,.005
Mills, Alec,621219,2019,8,5,.125,.121,.004,.125,.139,-.014,.109,.113,-.004
Paxton, James,572020,2019,8,3,.000,.000,.000,.000,.000,.000,.000,.000,.000
Keller, Mitch,656605,2019,8,6,.000,.136,-.136,.000,.152,-.152,.000,.109,-.109
Bolt, Skye,621450,2019,8,5,.143,.276,-.133,.286,.514,-.228,.241,.378,-.137
Irvin, Cole,608344,2019,8,4,.167,.103,.064,.167,.135,.032,.282,.249,.033
Avelino, Abiatal,623214,2019,8,4,.286,.162,.124,.286,.181,.105,.305,.220,.085
Newcomb, Sean,656794,2019,8,1,.000,.004,-.004,.000,.009,-.009,.000,.005,-.005
Reed, Michael,605439,2019,8,2,.000,.014,-.014,.000,.022,-.022,.000,.015,-.015
Williams, Mason,592863,2019,8,6,.250,.359,-.109,.250,.488,-.238,.219,.364,-.145
Anderson, Brett,474463,2019,8,6,.500,.279,.221,.500,.323,.177,.438,.269,.169
Sims, Lucas,608371,2019,7,2,.000,.031,-.031,.000,.038,-.038,.000,.030,-.030
Freitas, David,571679,2019,7,4,.000,.222,-.222,.000,.449,-.449,.296,.464,-.168
Haase, Eric,606992,2019,7,2,.000,.031,-.031,.000,.031,-.031,.099,.119,-.020
Robinson, Drew,592685,2019,7,4,.143,.108,.035,.143,.121,.022,.125,.099,.026
Castillo, Wilkin,446868,2019,7,4,.143,.059,.084,.286,.110,.176,.176,.068,.108
Cole, Gerrit,543037,2019,7,2,.000,.004,-.004,.000,.004,-.004,.000,.003,-.003
Lockett, Walker,621141,2019,7,2,.167,.177,-.010,.167,.264,-.097,.224,.262,-.038
Dugger, Robert,667498,2019,7,3,.000,.109,-.109,.000,.168,-.168,.000,.117,-.117
Perdomo, Luis,606131,2019,7,5,.143,.139,.004,.143,.153,-.010,.125,.123,.002
Almonte, Abraham,501659,2019,7,5,.500,.244,.256,.667,.345,.322,.525,.323,.202
Miley, Wade,489119,2019,6,4,.000,.050,-.050,.000,.061,-.061,.138,.173,-.035
Duplantier, Jon,641541,2019,6,2,.000,.079,-.079,.000,.088,-.088,.000,.075,-.075
McKay, Brendan,656713,2019,6,4,.000,.134,-.134,.000,.140,-.140,.115,.213,-.098
Tomas, Yasmany,630111,2019,6,2,.000,.093,-.093,.000,.093,-.093,.000,.071,-.071
Suzuki, Ichiro,400085,2019,6,4,.000,.011,-.011,.000,.021,-.021,.115,.128,-.013
Rodriguez, Eduardo,593958,2019,6,5,.000,.108,-.108,.000,.108,-.108,.000,.085,-.085
Wright, Kyle,657140,2019,6,2,.000,.032,-.032,.000,.037,-.037,.000,.033,-.033
Tomlin, Josh,458708,2019,6,3,.000,.133,-.133,.000,.155,-.155,.000,.127,-.127
Norris, Daniel,596057,2019,6,3,.167,.184,-.017,.167,.194,-.027,.146,.172,-.026
Ciuffo, Nick,624419,2019,6,3,.167,.169,-.002,.167,.198,-.031,.146,.162,-.016
Koch, Matt,571863,2019,6,1,.000,.012,-.012,.000,.025,-.025,.000,.016,-.016
Andriese, Matt,542882,2019,5,3,.000,.094,-.094,.000,.093,-.093,.000,.079,-.079
Sierra, Magneuris,642423,2019,5,5,.200,.251,-.051,.200,.321,-.121,.175,.235,-.060
Guerra, Javy,457915,2019,5,3,.000,.121,-.121,.000,.150,-.150,.000,.120,-.120
Bassitt, Chris,605135,2019,5,3,.000,.198,-.198,.000,.234,-.234,.000,.190,-.190
Holmes, Clay,605280,2019,5,1,.000,.013,-.013,.000,.015,-.015,.000,.012,-.012
Nottingham, Jacob,641924,2019,5,3,.400,.169,.231,1.000,.294,.706,.574,.196,.378
Brach, Brad,542960,2019,5,4,.250,.450,-.200,.250,.536,-.286,.219,.434,-.215
Marrero, Deven,571918,2019,5,2,.000,.235,-.235,.000,.265,-.265,.000,.221,-.221
Alzolay, Adbert,640470,2019,5,3,.000,.089,-.089,.000,.104,-.104,.000,.085,-.085
Bieber, Shane,669456,2019,5,2,.000,.030,-.030,.000,.033,-.033,.000,.028,-.028
Allen, Logan,663531,2019,5,4,.250,.207,.043,.250,.224,.026,.319,.292,.027
Noesi, Hector,456051,2019,5,2,.250,.063,.187,.250,.068,.182,.219,.056,.163
Tinoco, Jesus,622786,2019,5,1,.200,.057,.143,.200,.058,.142,.175,.049,.126
Montgomery, Mike,543557,2019,5,3,.200,.187,.013,.200,.220,-.020,.175,.174,.001
Bailey, Homer,456701,2019,5,4,.400,.337,.063,.400,.380,.020,.350,.307,.043
Adduci, Jim,451192,2019,5,2,.000,.088,-.088,.000,.088,-.088,.000,.071,-.071
Almonte, Yency,622075,2019,5,2,.000,.105,-.105,.000,.204,-.204,.000,.130,-.130
Berrios, Jose,621244,2019,5,0,.000,,,.000,,,.138,.138,.000
Chen, Wei-Yin,612672,2019,5,1,.000,.048,-.048,.000,.054,-.054,.000,.043,-.043
McFarland, T.J.,519008,2019,5,2,.000,.000,.000,.000,.000,.000,.000,.000,.000
Trumbo, Mark,444432,2019,5,5,.400,.435,-.035,.800,.523,.277,.494,.420,.074
Pirela, Jose,517369,2019,5,2,.000,.062,-.062,.000,.063,-.063,.000,.052,-.052
Nova, Ivan,467100,2019,5,1,.000,.124,-.124,.000,.139,-.139,.000,.116,-.116
Hermosillo, Michael,641684,2019,4,1,.000,.086,-.086,.000,.300,-.300,.173,.292,-.119
Urquidy, Jose,664353,2019,4,1,.000,.055,-.055,.000,.054,-.054,.000,.047,-.047
Brooks, Aaron,605156,2019,4,3,.000,.102,-.102,.000,.112,-.112,.000,.092,-.092
Gibson, Kyle,502043,2019,4,2,.000,.000,.000,.000,.000,.000,.345,.345,.000
Hernandez, Gorkys,491676,2019,4,3,.000,.007,-.007,.000,.017,-.017,.000,.017,-.017
McRae, Alex,656725,2019,4,2,.333,.097,.236,.333,.115,.218,.292,.094,.198
Melville, Tim,543532,2019,4,4,.333,.379,-.046,.333,.426,-.093,.292,.345,-.053
Font, Wilmer,521655,2019,4,2,.333,.116,.217,.333,.139,.194,.292,.114,.178
Hess, David,605276,2019,4,3,.000,.172,-.172,.000,.204,-.204,.000,.167,-.167
Alford, Anthony,546990,2019,4,2,.000,.113,-.113,.000,.342,-.342,.000,.192,-.192
DuRapau, Montana,657566,2019,4,2,.250,.063,.187,.250,.073,.177,.219,.060,.159
Stratton, Chris,608717,2019,4,2,.000,.031,-.031,.000,.034,-.034,.000,.027,-.027
Giolito, Lucas,608337,2019,4,1,.250,.215,.035,.250,.266,-.016,.219,.206,.013
Davis, Jaylin,664041,2019,4,3,.333,.257,.076,.333,.288,.045,.391,.350,.041
Jackson, Drew,623515,2019,4,2,.000,.057,-.057,.000,.061,-.061,.173,.211,-.038
Webb, Logan,657277,2019,4,2,.000,.049,-.049,.000,.055,-.055,.173,.209,-.036
Lopez, Reynaldo,625643,2019,4,1,.000,.003,-.003,.000,.003,-.003,.000,.003,-.003
Suarez, Ranger,624133,2019,4,2,.333,.078,.255,.333,.081,.252,.292,.068,.224
Happ, J.A.,457918,2019,4,4,.000,.056,-.056,.000,.056,-.056,.000,.052,-.052
Gagnon, Drew,543193,2019,4,4,.333,.437,-.104,.333,.548,-.215,.292,.418,-.126
Pineda, Michael,501381,2019,4,3,.000,.151,-.151,.000,.176,-.176,.000,.144,-.144
Porcello, Rick,519144,2019,4,3,.000,.043,-.043,.000,.044,-.044,.000,.036,-.036
Maton, Phil,664208,2019,4,2,.250,.157,.093,.250,.181,.069,.219,.152,.067
Miller, Shelby,571946,2019,3,0,.000,,,.000,,,.460,.460,.000
Ryan, Kyle,594986,2019,3,1,.000,.242,-.242,.000,.302,-.302,.230,.382,-.152
Shaw, Chris,622046,2019,3,1,.000,.008,-.008,.000,.024,-.024,.000,.013,-.013
Odorizzi, Jake,543606,2019,3,3,.000,.538,-.538,.000,.622,-.622,.000,.495,-.495
Gallegos, Giovanny,606149,2019,3,2,.000,.077,-.077,.000,.081,-.081,.000,.069,-.069
Kelly, Joe,523260,2019,3,1,.000,.000,.000,.000,.000,.000,.000,.000,.000
McGowin, Kyle,641851,2019,3,3,.333,.301,.032,.333,.370,-.037,.292,.292,.000
Gonzales, Marco,594835,2019,3,1,.000,.000,.000,.000,.000,.000,.000,.000,.000
Gant, John,607231,2019,3,1,.000,.024,-.024,.000,.055,-.055,.000,.031,-.031
Nelson, Jimmy,519076,2019,3,0,.000,,,.000,,,.000,.000,.000
Doolittle, Sean,448281,2019,3,1,.000,.017,-.017,.000,.013,-.013,.000,.011,-.011
Oswalt, Corey,621261,2019,3,2,.000,.000,.000,.000,.000,.000,.000,.063,-.063
Perez, Martin,527048,2019,3,1,.000,.049,-.049,.000,.055,-.055,.000,.048,-.048
Wilkerson, Aaron,658792,2019,3,2,.333,.149,.184,1.333,.407,.926,.664,.228,.436
Suarez, Andrew,605498,2019,3,2,.000,.182,-.182,.000,.182,-.182,.000,.158,-.158
Cabrera, Genesis,650893,2019,3,0,.000,,,.000,,,.000,.000,.000
Jackson, Edwin,429719,2019,3,1,.000,.206,-.206,.000,.220,-.220,.000,.184,-.184
Murphy, Sean,669221,2019,3,2,.333,.335,-.002,1.333,1.124,.209,.664,.597,.067
Sabathia, CC,282332,2019,3,1,.000,.138,-.138,.000,.199,-.199,.000,.137,-.137
Skaggs, Tyler,572140,2019,3,1,.000,.040,-.040,.000,.045,-.045,.230,.256,-.026
Thornton, Trent,663423,2019,3,3,.667,.536,.131,.667,.574,.093,.583,.484,.099
Grace, Matt,594840,2019,3,0,.000,,,.000,,,.000,.000,.000
Erlin, Robbie,572362,2019,3,3,.000,.058,-.058,.000,.063,-.063,.000,.049,-.049
Sadler, Casey,594987,2019,3,2,.000,.125,-.125,.000,.180,-.180,.000,.130,-.130
Vincent, Nick,543883,2019,3,0,.000,,,.000,,,.000,.000,.000
Parsons, Wes,641149,2019,3,0,.000,,,.000,,,.230,.230,.000
Waguespack, Jacob,621097,2019,3,0,.000,,,.000,,,.230,.230,.000
Helsley, Ryan,664854,2019,3,1,.333,.022,.311,.333,.021,.312,.292,.019,.273
Tucker, Kyle,663656,2019,3,2,.000,.188,-.188,.000,.301,-.301,.000,.209,-.209
Menez, Conner,669214,2019,3,3,.000,.047,-.047,.000,.057,-.057,.000,.044,-.044
Cahill, Trevor,502239,2019,3,2,.333,.206,.127,.333,.351,-.018,.292,.230,.062
Beeks, Jalen,656222,2019,3,1,.000,.030,-.030,.000,.026,-.026,.000,.022,-.022
Stewart, Brock,592779,2019,3,3,.333,.289,.044,.667,.367,.300,.412,.282,.130
Sosa, Edmundo,624641,2019,3,2,.333,.292,.041,.333,.323,.010,.292,.266,.026
Hernandez, Felix,433587,2019,3,1,.000,.059,-.059,.000,.060,-.060,.000,.051,-.051
Cashner, Andrew,488768,2019,3,3,.000,.089,-.089,.000,.105,-.105,.000,.094,-.094
Means, John,607644,2019,3,2,1.000,.063,.937,1.000,.064,.936,.783,.372,.411
Flaherty, Ryan,475247,2019,3,1,.000,.095,-.095,.000,.095,-.095,.000,.083,-.083
Guerra, Junior,448855,2019,3,1,.333,.047,.286,.333,.065,.268,.292,.057,.235
Voth, Austin,608723,2019,3,3,.000,.338,-.338,.000,.370,-.370,.000,.309,-.309
Sandoval, Patrick,663776,2019,2,0,.000,,,.000,,,.000,.000,.000
Suarez, Jose,660761,2019,2,1,.000,.044,-.044,.000,.050,-.050,.000,.044,-.044
Allard, Kolby,663465,2019,2,2,.000,.048,-.048,.000,.104,-.104,.000,.061,-.061
Lynn, Lance,458681,2019,2,0,.000,,,.000,,,.000,.000,.000
Nicasio, Juan,504379,2019,2,1,.000,.148,-.148,.000,.152,-.152,.000,.129,-.129
Morton, Charlie,450203,2019,2,0,.000,,,.000,,,.000,.000,.000
Montas, Frankie,593423,2019,2,1,.000,.132,-.132,.000,.136,-.136,.345,.401,-.056
Sherfy, Jimmie,642073,2019,2,0,.000,,,.000,,,.000,.000,.000
Chavez, Jesse,445926,2019,2,1,.500,.394,.106,.500,.431,.069,.438,.361,.077
Escobar, Luis,650813,2019,2,1,.000,.099,-.099,.000,.095,-.095,.000,.080,-.080
Smith, Will,519293,2019,2,2,1.000,.850,.150,1.000,1.004,-.004,.875,.804,.071
Canning, Griffin,656288,2019,2,1,.000,.045,-.045,.000,.054,-.054,.000,.046,-.046
Iglesias, Raisel,628452,2019,2,1,.000,.039,-.039,.000,.046,-.046,.000,.035,-.035
Ferguson, Caleb,657571,2019,2,2,.500,.111,.389,1.000,.146,.854,.618,.109,.509
Kramer, Kevin,596012,2019,2,0,,,,,,,.690,.690,.000
Plutko, Adam,592644,2019,2,1,.000,.084,-.084,.000,.084,-.084,.000,.074,-.074
Ramirez, Yefry,606162,2019,2,2,.000,.184,-.184,.000,.206,-.206,.000,.171,-.171
Swanson, Erik,657024,2019,2,1,.000,.074,-.074,.000,.082,-.082,.000,.073,-.073
Sanchez, Aaron,592717,2019,2,2,.000,.265,-.265,.000,.361,-.361,.000,.270,-.270
Hughes, Jared,453172,2019,2,1,.000,.000,.000,.000,.000,.000,.000,.000,.000
Mazza, Chris,607391,2019,2,1,.000,.000,.000,.000,.000,.000,.000,.000,.000
Read, Raudy,600466,2019,2,1,.000,.084,-.084,.000,.107,-.107,.000,.080,-.080
Pena, Felix,570240,2019,2,2,.000,.087,-.087,.000,.097,-.097,.000,.082,-.082
Hart, Donnie,643354,2019,2,1,.000,.032,-.032,.000,.032,-.032,.000,.029,-.029
Markel, Parker,571917,2019,2,2,.000,.108,-.108,.000,.114,-.114,.000,.099,-.099
Soto, Gregory,642397,2019,2,2,1.000,.615,.385,1.000,.707,.293,.875,.575,.300
Eshelman, Tom,664045,2019,2,2,.000,.000,.000,.000,.000,.000,.000,.000,.000
Bolanos, Ronald,671790,2019,2,0,.000,,,.000,,,.000,.000,.000
Civale, Aaron,650644,2019,2,1,.000,.119,-.119,.000,.118,-.118,.000,.104,-.104
Santana, Dennis,642701,2019,2,2,.500,.525,-.025,.500,.598,-.098,.438,.488,-.050
Carpenter, Ryan,543001,2019,2,1,.000,.028,-.028,.000,.036,-.036,.000,.027,-.027
Eovaldi, Nathan,543135,2019,2,1,.000,.063,-.063,.000,.072,-.072,.000,.063,-.063
Hader, Josh,623352,2019,2,1,.000,.037,-.037,.000,.041,-.041,.000,.035,-.035
Zimmermann, Jordan,519455,2019,2,0,.000,,,.000,,,.000,.000,.000
Avila, Pedro,658648,2019,2,2,.000,.205,-.205,.000,.211,-.211,.000,.185,-.185
Barria, Jaime,642545,2019,2,1,.000,.005,-.005,.000,.005,-.005,.000,.005,-.005
Covey, Dylan,592229,2019,2,1,.000,.021,-.021,.000,.023,-.023,.000,.021,-.021
Sparkman, Glenn,642098,2019,2,2,.000,.224,-.224,.000,.232,-.232,.000,.197,-.197
Sheffield, Justus,656954,2019,2,0,.000,,,.000,,,.000,.000,.000
Duffy, Danny,518633,2019,2,1,.000,.091,-.091,.000,.093,-.093,.000,.082,-.082
Garcia, Yimi,554340,2019,2,1,.000,.033,-.033,.000,.038,-.038,.000,.030,-.030
Flexen, Chris,623167,2019,2,2,.500,.452,.048,.500,.490,.010,.438,.399,.039
Liriano, Francisco,434538,2019,2,1,1.000,.159,.841,1.000,.181,.819,.783,.427,.356
Junis, Jakob,596001,2019,2,2,.000,.123,-.123,.000,.123,-.123,.000,.104,-.104
Vazquez, Felipe,553878,2019,2,2,.000,.142,-.142,.000,.152,-.152,.000,.126,-.126
Chirinos, Yonny,630023,2019,2,0,.000,,,.000,,,.000,.000,.000
Glasnow, Tyler,607192,2019,2,1,.000,.175,-.175,.000,.175,-.175,.000,.139,-.139
Boyd, Matthew,571510,2019,2,1,.500,.263,.237,.500,.293,.207,.438,.243,.195
Mengden, Daniel,596043,2019,2,0,.000,,,.000,,,.000,.000,.000
Wieck, Brad,623364,2019,2,1,.000,.037,-.037,.000,.034,-.034,.000,.028,-.028
Bundy, Dylan,605164,2019,2,0,.000,,,.000,,,.000,.000,.000
Cishek, Steve,518553,2019,2,2,.000,.135,-.135,.000,.148,-.148,.000,.123,-.123
Sobotka, Chad,656977,2019,2,0,.000,,,.000,,,.000,.000,.000
Price, David,456034,2019,2,1,.500,.062,.438,.500,.062,.438,.438,.046,.392
Romano, Sal,607219,2019,2,1,.000,.062,-.062,.000,.073,-.073,.000,.071,-.071
Detwiler, Ross,446321,2019,2,1,.000,.104,-.104,.000,.111,-.111,.000,.091,-.091
Walding, Mitch,605520,2019,2,0,.000,,,.000,,,.000,.000,.000
Cuevas, Noel,571595,2019,2,2,.000,.069,-.069,.000,.087,-.087,.000,.070,-.070
Verlander, Justin,434378,2019,2,1,.000,.020,-.020,.000,.027,-.027,.000,.022,-.022
LeBlanc, Wade,453281,2019,2,1,,,,,,,.690,.690,.000
Floro, Dylan,571670,2019,2,1,.000,.033,-.033,.000,.038,-.038,.000,.030,-.030
Sampson, Adrian,592716,2019,2,1,.000,.082,-.082,.000,.082,-.082,.000,.073,-.073
Reed, Cody,642003,2019,1,0,.000,,,.000,,,.000,.000,.000
Shreve, Chasen,592741,2019,1,0,,,,,,,.690,.690,.000
Kuhnel, Joel,669270,2019,1,1,.000,.076,-.076,.000,.086,-.086,.000,.072,-.072
Garcia, Jarlin,606424,2019,1,0,.000,,,.000,,,.000,.000,.000
Tanaka, Masahiro,547888,2019,1,1,.000,.124,-.124,.000,.124,-.124,.000,.081,-.081
Stephenson, Robert,596112,2019,1,0,.000,,,.000,,,.000,.000,.000
Jackson, Jay,543351,2019,1,0,.000,,,.000,,,.000,.000,.000
Velazquez, Hector,584171,2019,1,0,.000,,,.000,,,.000,.000,.000
Petit, Yusmeiro,433589,2019,1,1,.000,.190,-.190,.000,.207,-.207,.000,.188,-.188
Diaz, Miguel,622766,2019,1,0,.000,,,.000,,,.000,.000,.000
Hammer, JD,670456,2019,1,1,.000,.092,-.092,.000,.100,-.100,.000,.082,-.082
Williams, Devin,642207,2019,1,0,.000,,,.000,,,.000,.000,.000
Carle, Shane,641438,2019,1,0,.000,,,.000,,,.000,.000,.000
Chargois, JT,608638,2019,1,0,.000,,,.000,,,.000,.000,.000
Bradley, Archie,605151,2019,1,0,.000,,,.000,,,.000,.000,.000
Adams, Austin,613534,2019,1,0,.000,,,.000,,,.000,.000,.000
Kluber, Corey,446372,2019,1,0,.000,,,.000,,,.000,.000,.000
Brigham, Jeff,656257,2019,1,0,.000,,,.000,,,.000,.000,.000
Morejon, Adrian,670970,2019,1,0,.000,,,.000,,,.000,.000,.000
Williams, Taylor,592865,2019,1,0,.000,,,.000,,,.000,.000,.000
Jurado, Ariel,642558,2019,1,0,.000,,,.000,,,.000,.000,.000
Garcia, Rico,670329,2019,1,0,.000,,,.000,,,.000,.000,.000
Gsellman, Robert,607229,2019,1,0,,,,,,,.690,.690,.000
Johnson, Brian,598271,2019,1,0,.000,,,.000,,,.000,.000,.000
Allen, Cody,592102,2019,1,0,.000,,,.000,,,.000,.000,.000
Cordero, Jimmy,622772,2019,1,1,,,,,,,,,
Lyons, Tyler,544928,2019,1,1,.000,.010,-.010,.000,.010,-.010,.000,.010,-.010
Reyes, Gerardo,622103,2019,1,0,.000,,,.000,,,.000,.000,.000
Osich, Josh,592612,2019,1,1,,,,,,,,,
Drake, Oliver,543118,2019,1,1,1.000,.382,.618,1.000,.414,.586,.875,.344,.531
Pagan, Emilio,641941,2019,1,0,.000,,,.000,,,.000,.000,.000
De Los Santos, Enyel,660853,2019,1,0,.000,,,.000,,,.000,.000,.000
Oberg, Scott,623184,2019,1,0,.000,,,.000,,,.000,.000,.000
Barnes, Matt,598264,2019,1,0,.000,,,.000,,,.000,.000,.000
Pruitt, Austin,643493,2019,1,0,.000,,,.000,,,.000,.000,.000
Anderson, Drew,623454,2019,1,0,.000,,,.000,,,.000,.000,.000
Sewald, Paul,623149,2019,1,1,.000,.260,-.260,.000,.293,-.293,.000,.241,-.241
Quijada, Jose,650671,2019,1,0,.000,,,.000,,,.000,.000,.000
Carasiti, Matt,571539,2019,1,1,.000,.147,-.147,.000,.164,-.164,.000,.145,-.145
Gustave, Jandel,594311,2019,1,0,.000,,,.000,,,.000,.000,.000
Elias, Roenis,606273,2019,1,1,.000,.047,-.047,.000,.043,-.043,.000,.036,-.036
Brebbia, John,605154,2019,1,1,1.000,.979,.021,1.000,1.050,-.050,.875,.887,-.012
Walker, Jeremy,668683,2019,1,1,.000,.045,-.045,.000,.046,-.046,.000,.041,-.041
Green, Chad,643338,2019,1,0,.000,,,.000,,,.000,.000,.000
Davis, Rookie,606959,2019,1,1,.000,.108,-.108,.000,.107,-.107,.000,.092,-.092
Mejias-Brean, Seth,623180,2019,1,1,.000,.421,-.421,.000,.468,-.468,.000,.391,-.391
Anderson, Tanner,664196,2019,1,0,.000,,,.000,,,.000,.000,.000
Blach, Ty,621389,2019,1,0,.000,,,.000,,,.000,.000,.000
Martinez, Carlos,593372,2019,1,0,.000,,,.000,,,.000,.000,.000
Underwood Jr., Duane,621249,2019,1,0,.000,,,.000,,,.000,.000,.000
Wojciechowski, Asher,592879,2019,1,0,.000,,,.000,,,.000,.000,.000
Walden, Marcus,519393,2019,1,0,.000,,,.000,,,.000,.000,.000
Mendick, Danny,664901,2019,1,0,.000,,,.000,,,.000,.000,.000
Castillo, Diego,650895,2019,1,0,.000,,,.000,,,.000,.000,.000
Heineman, Tyler,623168,2019,1,0,.000,,,.000,,,.000,.000,.000
Cozens, Dylan,622226,2019,1,1,.000,.059,-.059,.000,.072,-.072,.000,.069,-.069
Winkler, Dan,595465,2019,1,1,,,,,,,,,
Stammen, Craig,489334,2019,1,0,.000,,,.000,,,.000,.000,.000
Jansen, Kenley,445276,2019,1,0,.000,,,.000,,,.000,.000,.000
Dominguez, Seranthony,622554,2019,1,0,.000,,,.000,,,.000,.000,.000
Kinley, Tyler,641755,2019,1,0,.000,,,.000,,,.000,.000,.000
Fulmer, Carson,608334,2019,1,1,.000,.418,-.418,.000,.425,-.425,.000,.359,-.359
Webb, Jacob,657097,2019,1,0,.000,,,.000,,,.000,.000,.000
Brantly, Rob,542963,2019,1,0,.000,,,.000,,,.000,.000,.000
Jeffress, Jeremy,502026,2019,1,0,.000,,,.000,,,.000,.000,.000
Bowman, Matt,621199,2019,1,1,.000,.379,-.379,.000,.436,-.436,.000,.354,-.354
Luciano, Elvis,672773,2019,1,0,.000,,,.000,,,.000,.000,.000
Rainey, Tanner,663432,2019,1,0,.000,,,.000,,,.000,.000,.000
Zeuch, T.J.,643615,2019,1,0,.000,,,.000,,,.000,.000,.000
Neris, Hector,593576,2019,1,0,.000,,,.000,,,.000,.000,.000
Cessa, Luis,570666,2019,1,0,.000,,,.000,,,.000,.000,.000
Rosario, Randy,600968,2019,1,1,.000,.110,-.110,.000,.136,-.136,.000,.119,-.119
Wisler, Matt,605538,2019,1,1,.000,.173,-.173,.000,.190,-.190,.000,.173,-.173
Gott, Trevor,641627,2019,1,1,.000,.545,-.545,.000,.743,-.743,.000,.556,-.556
Suero, Wander,593833,2019,1,0,.000,,,.000,,,.000,.000,.000
Ramirez, Nick,598286,2019,1,0,.000,,,.000,,,.000,.000,.000
Payano, Pedro,622797,2019,1,0,.000,,,.000,,,.000,.000,.000
Reid-Foley, Sean,656887,2019,1,0,.000,,,.000,,,.000,.000,.000
Smith, Burch,572143,2019,1,0,.000,,,.000,,,.000,.000,.000
